,Month,Day,Year,Artist,Tour,Venue
0,Jul,24,2022,Tai Verdes,HDTV,"170 Russell, Melbourne, Australia"
0,Jul,23,2022,28 Days,,"Corner Hotel, Melbourne, Australia"
0,Jul,23,2022,The Bennies,,"Corner Hotel, Melbourne, Australia"
0,Jul,23,2022,Eclipse – Pink Floyd Orchestrated,,"Hamer Hall, The Arts Centre, Melbourne, Australia"
0,Jul,23,2022,Glass Beams,,"Palais Theatre, Melbourne, Australia"
0,Jul,23,2022,Hearts and Rockets,,"The Old Bar, Melbourne, Australia"
0,Jul,23,2022,JEFF the Brotherhood,,"Hotel Westwood, Melbourne, Australia"
0,Jul,23,2022,Jungle,,"Palais Theatre, Melbourne, Australia"
0,Jul,23,2022,LOSER,,"Corner Hotel, Melbourne, Australia"
0,Jul,23,2022,Party Dozen,,"Evelyn Hotel, Melbourne, Australia"
0,Jul,23,2022,The Porkers,,"Corner Hotel, Melbourne, Australia"
0,Jul,23,2022,Rubber Necker,,"The Old Bar, Melbourne, Australia"
0,Jul,23,2022,The Screaming Jets,All For One 30 Year Anniversary Tour,"Village Green Hotel, Melbourne, Australia"
0,Jul,23,2022,Sofi Tukker,WET TENNIS,"Forum Theatre, Melbourne, Australia"
0,Jul,23,2022,User,,"The Old Bar, Melbourne, Australia"
0,Jul,23,2022,X,,"The Old Bar, Melbourne, Australia"
0,Jul,22,2022,Richard Clapton,,"The Palms at Crown, Melbourne, Australia"
0,Jul,22,2022,Mura Masa,,"170 Russell, Melbourne, Australia"
0,Jul,22,2022,Party Dozen,,"Triple R Performance Space, Melbourne, Australia"
0,Jul,22,2022,The Screaming Jets,All For One 30 Year Anniversary Tour,"Pier Bandroom, Melbourne, Australia"
0,Jul,22,2022,Serene Ailment,,"Cafe Gummo, Melbourne, Australia"
0,Jul,22,2022,Slurm,,"Boogie Man Bar, Melbourne, Australia"
0,Jul,22,2022,Surprise Chef,,"Howler, Melbourne, Australia"
0,Jul,21,2022,Dillon Francis,"Sugar, Spice and Everything Ice","170 Russell, Melbourne, Australia"
0,Jul,21,2022,JEFF the Brotherhood,,"Northcote Social Club, Melbourne, Australia"
0,Jul,21,2022,LOSER,,"Croxton Park Hotel, Melbourne, Australia"
0,Jul,21,2022,PUP,Thank Fucking God,"Croxton Park Hotel, Melbourne, Australia"
0,Jul,21,2022,Slurm,,"303 Bar, Melbourne, Australia"
0,Jul,21,2022,Oliver Tree,Cowboy Tears Tour,"The Forum II, Melbourne, Australia"
0,Jul,21,2022,Wet Leg,,"Howler, Melbourne, Australia"
0,Jul,20,2022,JPEGMAFIA,,"Northcote Theatre, Melbourne, Australia"
0,Jul,20,2022,Buzzy Lee,,"Northcote Theatre, Melbourne, Australia"
0,Jul,20,2022,Tate McRae,,"The Forum II, Melbourne, Australia"
0,Jul,20,2022,Sunbeam Sound Machine,,"The Workers Club, Melbourne, Australia"
0,Jul,19,2022,Amyl and the Sniffers,Comfort To Me Tour 2022,"Forum Theatre, Melbourne, Australia"
0,Jul,19,2022,C.O.F.F.I.N,,"Forum Theatre, Melbourne, Australia"
0,Jul,19,2022,Glass Animals,Dreamland,"John Cain Arena, Melbourne, Australia"
0,Jul,19,2022,JPEGMAFIA,,"Northcote Theatre, Melbourne, Australia"
0,Jul,19,2022,Buzzy Lee,,"Northcote Theatre, Melbourne, Australia"
0,Jul,19,2022,Parsnip,,"Forum Theatre, Melbourne, Australia"
0,Jul,19,2022,Sweethearts,,"Cherry Bar, Melbourne, Australia"
0,Jul,17,2022,Ball Park Music,The Weirder & Weirder Tour,"Forum Theatre, Melbourne, Australia"
0,Jul,17,2022,Fit for an Autopsy,Oh What the Future Holds,"Stay Gold, Melbourne, Australia"
0,Jul,17,2022,King Stingray,,"Forum Theatre, Melbourne, Australia"
0,Jul,16,2022,Bad//Dreems,,"The Footscray Hotel, Melbourne, Australia"
0,Jul,16,2022,Ball Park Music,The Weirder & Weirder Tour,"Forum Theatre, Melbourne, Australia"
0,Jul,16,2022,Fit for an Autopsy,Oh What the Future Holds,"Stay Gold, Melbourne, Australia"
0,Jul,16,2022,King Stingray,,"Forum Theatre, Melbourne, Australia"
0,Jul,16,2022,Moein,,"Palais Theatre, Melbourne, Australia"
0,Jul,16,2022,Rema,,"Festival Hall, Melbourne, Australia"
0,Jul,16,2022,John Schumann and the Vagabond Crew,,"Memo Music Hall, Melbourne, Australia"
0,Jul,15,2022,Cash Savage and The Last Drinks,,"Triple R Performance Space, Melbourne, Australia"
0,Jul,15,2022,Dayseeker,Heroine Australia Tour,"170 Russell, Melbourne, Australia"
0,Jul,15,2022,Moody Beaches,,"Northcote Theatre, Melbourne, Australia"
0,Jul,15,2022,Adam Newling,,"Burrinja Cultural Centre, Melbourne, Australia"
0,Jul,15,2022,Psychedelic Porn Crumpets,,"Corner Hotel, Melbourne, Australia"
0,Jul,15,2022,Xavier Rudd,Jan Juc Moon Australian Tour,"Frankston Arts Centre, Melbourne, Australia"
0,Jul,15,2022,Amy Shark,See U Somewhere Tour,"Burrinja Cultural Centre, Melbourne, Australia"
0,Jul,15,2022,Spiderbait,In the Key of J Winter Tour,"Northcote Theatre, Melbourne, Australia"
0,Jul,15,2022,Thornhill,Heroine Australia Tour,"170 Russell, Melbourne, Australia"
0,Jul,14,2022,Defeated Sanity,,"Northcote Social Club, Melbourne, Australia"
0,Jul,14,2022,Disentomb,,"Northcote Social Club, Melbourne, Australia"
0,Jul,14,2022,G Flip,,"Gershwin Room, The Esplanade Hotel, Melbourne, Australia"
0,Jul,14,2022,Paul Kelly & Paul Grabowsky,Please Leave Your Light On,"Elisabeth Murdoch Hall, Melbourne Recital Centre, Melbourne, Australia"
0,Jul,14,2022,Wraith,,"Northcote Social Club, Melbourne, Australia"
0,Jul,13,2022,The Amity Affliction,Everyone Loves You... Once You Leave Them Australian Tour,"Forum Theatre, Melbourne, Australia"
0,Jul,13,2022,Paul Kelly & Paul Grabowsky,Please Leave Your Light On,"Elisabeth Murdoch Hall, Melbourne Recital Centre, Melbourne, Australia"
0,Jul,13,2022,Alex Lahey,,"John Curtin Hotel, Melbourne, Australia"
0,Jul,13,2022,WAAX,,"Forum Theatre, Melbourne, Australia"
0,Jul,12,2022,The Amity Affliction,Everyone Loves You... Once You Leave Them Australian Tour,"Forum Theatre, Melbourne, Australia"
0,Jul,11,2022,Epik High,,"The Forum II, Melbourne, Australia"
0,Jul,10,2022,Bad Juju,,"Bendigo Hotel, Melbourne, Australia"
0,Jul,10,2022,Neil Hamburger,,"Northcote Social Club, Melbourne, Australia"
0,Jul,10,2022,Loathe,,"Bendigo Hotel, Melbourne, Australia"
0,Jul,10,2022,Pridelands,,"Bendigo Hotel, Melbourne, Australia"
0,Jul,9,2022,Xavier Rudd,Jan Juc Moon Australian Tour,"Palais Theatre, Melbourne, Australia"
0,Jul,9,2022,Mark Seymour & James Reyne,Never Again Tour 2022,"Forum Theatre, Melbourne, Australia"
0,Jul,8,2022,Abramelin,,"Northcote Social Club, Melbourne, Australia"
0,Jul,8,2022,Didirri,,"Palais Theatre, Melbourne, Australia"
0,Jul,8,2022,Kate Miller‐Heidke,Child in Reverse,"Palais Theatre, Melbourne, Australia"
0,Jul,8,2022,Mark Seymour & James Reyne,Never Again Tour 2022,"Forum Theatre, Melbourne, Australia"
0,Jul,8,2022,Stand Atlantic,Australian F.E.A.R Tour,"170 Russell, Melbourne, Australia"
0,Jul,8,2022,With Confidence,North American F.E.A.R. Tour,"170 Russell, Melbourne, Australia"
0,Jul,7,2022,Dope Lemon,Dope Lemon World Tour 2022,"Forum Theatre, Melbourne, Australia"
0,Jul,7,2022,Electric Fields,,"Hamer Hall, The Arts Centre, Melbourne, Australia"
0,Jul,7,2022,Loathe,,"170 Russell, Melbourne, Australia"
0,Jul,7,2022,Mirrors,,"170 Russell, Melbourne, Australia"
0,Jul,7,2022,While She Sleeps,Sleeps Society Australia Tour,"170 Russell, Melbourne, Australia"
0,Jul,6,2022,Flynn Teal,,"Cherry Bar, Melbourne, Australia"
0,Jul,6,2022,Loathe,,"Sooki Lounge, Melbourne, Australia"
0,Jul,6,2022,Mirrors,,"Sooki Lounge, Melbourne, Australia"
0,Jul,6,2022,While She Sleeps,Sleeps Society Australia Tour,"Sooki Lounge, Melbourne, Australia"
0,Jul,4,2022,Aries,Believe in Me,"170 Russell, Melbourne, Australia"
0,Jul,4,2022,Stevie Jean,,"Shotkickers, Melbourne, Australia"
0,Jul,3,2022,Adalita,,"St Kilda Foreshore, Melbourne, Australia"
0,Jul,3,2022,Black Veil Brides,,"Croxton Park Hotel, Melbourne, Australia"
0,Jul,3,2022,The Ergot Derivative,,"The Abbotsford Convent, Melbourne, Australia"
0,Jul,3,2022,Even,,"The Abbotsford Convent, Melbourne, Australia"
0,Jul,3,2022,Klinger,,"The Abbotsford Convent, Melbourne, Australia"
0,Jul,3,2022,Ripe,,"The Abbotsford Convent, Melbourne, Australia"
0,Jul,2,2022,Aburden,,"Stay Gold, Melbourne, Australia"
0,Jul,2,2022,Bloom,,"Stay Gold, Melbourne, Australia"
0,Jul,2,2022,The Wiggles,Superhero Tour,"Salon, Melbourne Recital Centre, Melbourne, Australia"
0,Jul,2,2022,The Wiggles,Superhero Tour,"Salon, Melbourne Recital Centre, Melbourne, Australia"
0,Jul,2,2022,The Wiggles,Superhero Tour,"Salon, Melbourne Recital Centre, Melbourne, Australia"
0,Jul,2,2022,The Wiggles,Superhero Tour,"Salon, Melbourne Recital Centre, Melbourne, Australia"
0,Jul,1,2022,Between You & Me,,"170 Russell, Melbourne, Australia"
0,Jul,1,2022,Boy & Bear,State Of Flight Tour 2022,"Forum Theatre, Melbourne, Australia"
0,Jul,1,2022,Short Stack,,"170 Russell, Melbourne, Australia"
0,Jul,1,2022,Thallium,,"The Workers Club, Melbourne, Australia"
0,Jul,1,2022,The Wiggles,Superhero Tour,"Plenty Ranges Arts & Convention Centre, Melbourne, Australia"
0,Jul,1,2022,The Wiggles,Superhero Tour,"Plenty Ranges Arts & Convention Centre, Melbourne, Australia"
0,Jul,1,2022,The Wiggles,Superhero Tour,"Plenty Ranges Arts & Convention Centre, Melbourne, Australia"
0,Jun,30,2022,Clews,,"The Leadbeater Hotel, Melbourne, Australia"
0,Jun,28,2022,Serene Ailment,,"Bar Open, Melbourne, Australia"
0,Jun,28,2022,The Wiggles,Superhero Tour,"Cardinia Cultural Centre, Melbourne, Australia"
0,Jun,28,2022,The Wiggles,Superhero Tour,"Cardinia Cultural Centre, Melbourne, Australia"
0,Jun,28,2022,The Wiggles,Superhero Tour,"Cardinia Cultural Centre, Melbourne, Australia"
0,Jun,27,2022,The Wiggles,Superhero Tour,"Wyndham Cultural Centre, Melbourne, Australia"
0,Jun,27,2022,The Wiggles,Superhero Tour,"Wyndham Cultural Centre, Melbourne, Australia"
0,Jun,27,2022,The Wiggles,Superhero Tour,"Wyndham Cultural Centre, Melbourne, Australia"
0,Jun,26,2022,Area-7,,"Corner Hotel, Melbourne, Australia"
0,Jun,26,2022,Ekranoplans,,"The Old Bar, Melbourne, Australia"
0,Jun,26,2022,I Prevail,The Trauma Tour,"Forum Theatre, Melbourne, Australia"
0,Jun,26,2022,Alex Lloyd,Live and Amazing 2022,"Sooki Lounge, Melbourne, Australia"
0,Jun,26,2022,Motionless in White,,"Forum Theatre, Melbourne, Australia"
0,Jun,26,2022,The Wiggles,Superhero Tour,"Eltham Community & Reception Centre, Melbourne, Australia"
0,Jun,26,2022,The Wiggles,Superhero Tour,"Eltham Community & Reception Centre, Melbourne, Australia"
0,Jun,26,2022,Windwaker,,"Forum Theatre, Melbourne, Australia"
0,Jun,25,2022,Hollie Col,,"The Leadbeater Hotel, Melbourne, Australia"
0,Jun,25,2022,I Prevail,The Trauma Tour,"Forum Theatre, Melbourne, Australia"
0,Jun,25,2022,Motionless in White,,"Forum Theatre, Melbourne, Australia"
0,Jun,25,2022,Southern Sons,,"Palais Theatre, Melbourne, Australia"
0,Jun,25,2022,Jon Stevens,The Noiseworks & INXS Collection,"Palais Theatre, Melbourne, Australia"
0,Jun,25,2022,Underground Lovers,,"Collingwood Town Hall, Melbourne, Australia"
0,Jun,25,2022,Windwaker,,"Forum Theatre, Melbourne, Australia"
0,Jun,24,2022,Hiatus Kaiyote,,"St Kilda Foreshore, Melbourne, Australia"
0,Jun,24,2022,I Built the Sky,,"Northcote Social Club, Melbourne, Australia"
0,Jun,24,2022,Alex Lloyd,Live and Amazing 2022,"Ziggy Pops, Saint Kilda West, Australia"
0,Jun,24,2022,Pretty in Pink,,"Shotkickers, Melbourne, Australia"
0,Jun,24,2022,Josh Pyke,To Find Happiness Tour,"Corner Hotel, Melbourne, Australia"
0,Jun,24,2022,Vintage Crop,,"Soundmerch, Melbourne, Australia"
0,Jun,24,2022,Winston Surfshirt,,"The Esplanade Hotel, Melbourne, Australia"
0,Jun,23,2022,Steve Hackett,Selling England by the Pound + Seconds Out 2022,"Palais Theatre, Melbourne, Australia"
0,Jun,23,2022,Kyle Lionhart,,"Northcote Social Club, Melbourne, Australia"
0,Jun,23,2022,Machine Girl,,"Corner Hotel, Melbourne, Australia"
0,Jun,23,2022,The Wiggles,Superhero Tour,"Drum Theatre, Melbourne, Australia"
0,Jun,23,2022,The Wiggles,Superhero Tour,"Drum Theatre, Melbourne, Australia"
0,Jun,23,2022,The Wiggles,Superhero Tour,"Drum Theatre, Melbourne, Australia"
0,Jun,23,2022,The Wiggles,Superhero Tour,"Drum Theatre, Melbourne, Australia"
0,Jun,22,2022,Georgia Maq,,"Brunswick Ballroom, Melbourne, Australia"
0,Jun,21,2022,The Wiggles,Superhero Tour,"Frankston Arts Centre, Melbourne, Australia"
0,Jun,21,2022,The Wiggles,Superhero Tour,"Frankston Arts Centre, Melbourne, Australia"
0,Jun,21,2022,The Wiggles,Superhero Tour,"Frankston Arts Centre, Melbourne, Australia"
0,Jun,21,2022,The Wiggles,Superhero Tour,"Frankston Arts Centre, Melbourne, Australia"
0,Jun,19,2022,Northlane,Obsidian Australia Tour,"Forum Theatre, Melbourne, Australia"
0,Jun,19,2022,Plini,,"Forum Theatre, Melbourne, Australia"
0,Jun,19,2022,Private Function,,"Victoria Park, Abbotsford, Australia"
0,Jun,19,2022,Real Life,,"Corner Hotel, Melbourne, Australia"
0,Jun,19,2022,Sleep Token,Obsidian Australia Tour,"Forum Theatre, Melbourne, Australia"
0,Jun,18,2022,ALT.,,"Forum Theatre, Melbourne, Australia"
0,Jun,18,2022,Jimmy Barnes,Soul Deep 30 Tour,"Rod Laver Arena, Melbourne, Australia"
0,Jun,18,2022,Jaguar Jonze,,"Corner Hotel, Melbourne, Australia"
0,Jun,18,2022,Ben Lee,,"The Night Cat, Melbourne, Australia"
0,Jun,18,2022,Mahalia Barnes + The Soul Mates,,"Rod Laver Arena, Melbourne, Australia"
0,Jun,18,2022,Ms Murphy,,"Rod Laver Arena, Melbourne, Australia"
0,Jun,18,2022,Northlane,Obsidian Australia Tour,"Forum Theatre, Melbourne, Australia"
0,Jun,18,2022,Plini,,"Forum Theatre, Melbourne, Australia"
0,Jun,18,2022,Sleep Token,Obsidian Australia Tour,"Forum Theatre, Melbourne, Australia"
0,Jun,18,2022,Sow Discord,,"Nighthawks, Melbourne, Australia"
0,Jun,18,2022,The Teskey Brothers,,"Rod Laver Arena, Melbourne, Australia"
0,Jun,18,2022,Vacuum,,"Nighthawks, Melbourne, Australia"
0,Jun,17,2022,Didirri,Begin Again Tour 2022,"The Night Cat, Melbourne, Australia"
0,Jun,17,2022,Flyying Colours,,"Corner Hotel, Melbourne, Australia"
0,Jun,17,2022,Moody Beaches,,"Corner Hotel, Melbourne, Australia"
0,Jun,17,2022,Third Eye,,"170 Russell, Melbourne, Australia"
0,Jun,17,2022,Robbie Williams,,"Palladium at Crown, Melbourne, Australia"
0,Jun,16,2022,DZ Deathrays,,"170 Russell, Melbourne, Australia"
0,Jun,16,2022,Cate Le Bon,,"Corner Hotel, Melbourne, Australia"
0,Jun,16,2022,Signs of the Swarm,,"The Workers Club, Melbourne, Australia"
0,Jun,16,2022,Alfie Templeman,Mellow Moon,"Howler, Melbourne, Australia"
0,Jun,16,2022,Within Destruction,,"The Workers Club, Melbourne, Australia"
0,Jun,14,2022,Fit for a King,The Metalcore Snitches Tour,"Stay Gold, Melbourne, Australia"
0,Jun,14,2022,Jim Jefferies,,"Palais Theatre, Melbourne, Australia"
0,Jun,14,2022,Lune,,"Stay Gold, Melbourne, Australia"
0,Jun,14,2022,Penn & Teller,,"Hamer Hall, The Arts Centre, Melbourne, Australia"
0,Jun,14,2022,Pridelands,,"Stay Gold, Melbourne, Australia"
0,Jun,12,2022,The Kid LAROI,End Of The World Tour,"Rod Laver Arena, Melbourne, Australia"
0,Jun,12,2022,San Cisco,Between You And Me Australian Tour 2022,"Forum Theatre, Melbourne, Australia"
0,Jun,11,2022,British India,,"Corner Hotel, Melbourne, Australia"
0,Jun,11,2022,Buffalo Daughter,,"Forum Theatre, Melbourne, Australia"
0,Jun,11,2022,CHAI,,"Forum Theatre, Melbourne, Australia"
0,Jun,10,2022,Alpha Wolf,The Metalcore Snitches Tour,"170 Russell, Melbourne, Australia"
0,Jun,10,2022,Black Cab,,"Colour, Melbourne, Australia"
0,Jun,10,2022,Boris,,"Max Watt's House of Music, Melbourne, Australia"
0,Jun,10,2022,Paul Dempsey,,"Wowee Zowee, Mornington, Australia"
0,Jun,10,2022,Fit for a King,The Metalcore Snitches Tour,"170 Russell, Melbourne, Australia"
0,Jun,10,2022,Great American Ghost,,"170 Russell, Melbourne, Australia"
0,Jun,10,2022,Jaguar Jonze,,"John Cain Arena, Melbourne, Australia"
0,Jun,10,2022,The Kid LAROI,End Of The World Tour,"Rod Laver Arena, Melbourne, Australia"
0,Jun,10,2022,Stef Mendesidis,,"24 Moons, Melbourne, Australia"
0,Jun,10,2022,Bonnie Mercer,,"Max Watt's House of Music, Melbourne, Australia"
0,Jun,10,2022,M O N R O E,,"The Vineyard, Melbourne, Australia"
0,Jun,10,2022,Paledusk,,"170 Russell, Melbourne, Australia"
0,Jun,10,2022,Perfume Genius,,"Elisabeth Murdoch Hall, Melbourne Recital Centre, Melbourne, Australia"
0,Jun,10,2022,Private Function,,"Brunswick Ballroom, Melbourne, Australia"
0,Jun,10,2022,Screamfeeder,,"Northcote Social Club, Melbourne, Australia"
0,Jun,10,2022,Teenage Dads,Exit Sign Tour McTour,"John Curtin Hotel, Melbourne, Australia"
0,Jun,10,2022,Alfie Templeman,Mellow Moon,"John Cain Arena, Melbourne, Australia"
0,Jun,10,2022,The Wombats,Australian Tour 2022,"John Cain Arena, Melbourne, Australia"
0,Jun,9,2022,Gretta Ray,,"Corner Hotel, Melbourne, Australia"
0,Jun,9,2022,Ana Roxanne,,"Forum Theatre, Melbourne, Australia"
0,Jun,9,2022,Midori Takada,,"Forum Theatre, Melbourne, Australia"
0,Jun,8,2022,Lucy Dacus,,"Forum Theatre, Melbourne, Australia"
0,Jun,8,2022,Ed Kuepper with Jim White,,"Forum Theatre, Melbourne, Australia"
0,Jun,5,2022,Ana Roxanne,,"Max Watt's House of Music, Melbourne, Australia"
0,Jun,4,2022,Chocolate Starfish,,"Palais Theatre, Melbourne, Australia"
0,Jun,4,2022,Yussef Dayes,,"Max Watt's House of Music, Melbourne, Australia"
0,Jun,3,2022,The Angels,Darkroom Recharged Tour - 2022,"Chelsea Heights Hotel, Melbourne, Australia"
0,Jun,3,2022,Arab Strap,,"Forum Theatre, Melbourne, Australia"
0,Jun,3,2022,Annie Hamilton,,"The Gasometer Hotel, Melbourne, Australia"
0,Jun,3,2022,Dave Johnstone,,"Northcote Social Club, Melbourne, Australia"
0,Jun,3,2022,Moler,,"Northcote Social Club, Melbourne, Australia"
0,Jun,3,2022,Kelly Lee Owens,,"Max Watt's House of Music, Melbourne, Australia"
0,Jun,3,2022,RP Boo,,"Miscellania, Melbourne, Australia"
0,Jun,3,2022,Tiny Ruins,,"John Curtin Hotel, Melbourne, Australia"
0,Jun,2,2022,Paul Dempsey,,"Sooki Lounge, Melbourne, Australia"
0,Jun,2,2022,Divide and Dissolve,,"The Night Cat, Melbourne, Australia"
0,Jun,2,2022,Joan as Police Woman,The Solution Is Restless Tour,"Palais Theatre, Melbourne, Australia"
0,May,30,2022,Ben Ottewell and Ian Ball,,"Brunswick Ballroom, Melbourne, Australia"
0,May,29,2022,The Hold Steady,Boys And Girls Down Under May 2022,"Corner Hotel, Melbourne, Australia"
0,May,28,2022,The Beautiful Monument,,"Stay Gold, Melbourne, Australia"
0,May,28,2022,Belle Haven,,"Stay Gold, Melbourne, Australia"
0,May,28,2022,Black Cab,,"Howler, Melbourne, Australia"
0,May,28,2022,Hope D,,"Corner Hotel, Melbourne, Australia"
0,May,28,2022,The Hold Steady,Boys And Girls Down Under May 2022,"Croxton Park Hotel, Melbourne, Australia"
0,May,28,2022,Holy Holy,,"Forum Theatre, Melbourne, Australia"
0,May,28,2022,Mark Seymour & The Undertow,,"Brunswick Ballroom, Melbourne, Australia"
0,May,28,2022,Alice Skye,I Feel Better But I Don't Feel Good Tour,"Northcote Social Club, Melbourne, Australia"
0,May,28,2022,screensaver,,"Howler, Melbourne, Australia"
0,May,27,2022,Bloom,,"Max Watt's House of Music, Melbourne, Australia"
0,May,27,2022,The Bronx,,"170 Russell, Melbourne, Australia"
0,May,27,2022,CLAMM,,"John Curtin Hotel, Melbourne, Australia"
0,May,27,2022,Civic,,"John Curtin Hotel, Melbourne, Australia"
0,May,27,2022,Electric Mary,,"Gershwin Room, The Esplanade Hotel, Melbourne, Australia"
0,May,27,2022,The Hold Steady,Boys And Girls Down Under May 2022,"Croxton Park Hotel, Melbourne, Australia"
0,May,27,2022,Holding Absence,Sleeptalk Tour,"Max Watt's House of Music, Melbourne, Australia"
0,May,27,2022,Holy Holy,,"Pier Bandroom, Melbourne, Australia"
0,May,27,2022,LANY,,"Margaret Court Arena, Melbourne, Australia"
0,May,27,2022,Liars,,"Elisabeth Murdoch Hall, Melbourne Recital Centre, Melbourne, Australia"
0,May,27,2022,Quivers,,"Croxton Park Hotel, Melbourne, Australia"
0,May,27,2022,Mark Seymour & The Undertow,,"Brunswick Ballroom, Melbourne, Australia"
0,May,27,2022,Void of Vision,,"Max Watt's House of Music, Melbourne, Australia"
0,May,26,2022,Robben Ford,,"Memo Music Hall, Melbourne, Australia"
0,May,26,2022,Slurm,,"The Old Bar, Melbourne, Australia"
0,May,21,2022,King Stingray,,"Melbourne Cricket Ground, Melbourne, Australia"
0,May,21,2022,Press Club,,"Corner Hotel, Melbourne, Australia"
0,May,21,2022,Guy Sebastian,T.R.U.T.H. National Tour,"Margaret Court Arena, Melbourne, Australia"
0,May,21,2022,Slowly Slowly,,"Forum Theatre, Melbourne, Australia"
0,May,20,2022,Kirin J Callinan,,"Northcote Social Club, Melbourne, Australia"
0,May,20,2022,Frenzal Rhomb,,"Croxton Park Hotel, Melbourne, Australia"
0,May,20,2022,Mansionair,"Happiness, Guaranteed","170 Russell, Melbourne, Australia"
0,May,20,2022,Guy Sebastian,T.R.U.T.H. National Tour,"Margaret Court Arena, Melbourne, Australia"
0,May,20,2022,Vanishing Point,Dead Elysium Australian Tour,"Stay Gold, Melbourne, Australia"
0,May,20,2022,Wicked Smile,,"Stay Gold, Melbourne, Australia"
0,May,19,2022,Dermot Kennedy,,"Forum Theatre, Melbourne, Australia"
0,May,19,2022,Ocean Grove,Flip Phone In The Air Tour 2022,"170 Russell, Melbourne, Australia"
0,May,18,2022,Dermot Kennedy,,"Forum Theatre, Melbourne, Australia"
0,May,18,2022,Ocean Grove,,"170 Russell, Melbourne, Australia"
0,May,17,2022,Dermot Kennedy,,"Forum Theatre, Melbourne, Australia"
