address_prompt,location,point,latitude2,longitude2,altitude2
"Rebecca Hossack Gallery, London, England","Rebecca Hossack Art Gallery, 28, Charlotte Street, St Giles, Fitzrovia, London Borough of Camden, London, Greater London, England, W1T 2LW, United Kingdom","(51.518965249999994, -0.13490197533130724, 0.0)",51.518965249999994,-0.13490197533130724,0.0
"Gerstman Abdullah Fine Arts International, Cologne, Germany",,,,,
"Stuart Gerstman Galleries, Melbourne, Vic.",,,,,
"Desiron Gallery, SoHo, New York City, USA",,,,,
"Aboriginal Artists Gallery, Sydney, NSW",,,,,
"Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA",,,,,
"Macquarie Galleries, Sydney, New South Wales",,,,,
"Ball Green, Turramurra, NSW",,,,,
"Salmon Galleries,  71 Union Street,  McMahons Point, NSW",,,,,
"Cooling and Sons Gallery, London, England, UK",,,,,
"Tin Sheds, University of Sydney, New South Wales",,,,,
"Araluen Art Centre, Alice Springs, NT",,,,,
"S. H. Ervin Gallery, National Trust of Australia (NSW), Sydney, NSW",,,,,
"Flinders University City Gallery, Adelaide, SA",,,,,
"Tandanya National Aboriginal Cultural Centre, Adelaide, SA",,,,,
"San Francisco, CA, USA","San Francisco, CAL Fire Northern Region, California, United States","(37.7790262, -122.419906, 0.0)",37.7790262,-122.419906,0.0
"Glasgow, Scotland, UK","Glasgow, Glasgow City, Alba / Scotland, G2 1DY, United Kingdom","(55.861155, -4.2501687, 0.0)",55.861155,-4.2501687,0.0
"Canberra Contemporary Art Space, Canberra, ACT",,,,,
"Campbelltown Arts Centre, NSW","Campbelltown Arts Centre, 1, Art Gallery Road, Campbelltown, Sydney, Campbelltown City Council, New South Wales, 2560, Australia","(-34.07272735, 150.8087803136764, 0.0)",-34.07272735,150.8087803136764,0.0
"Broken Hill City Art Gallery, Broken Hill, NSW",,,,,
"Moonah Arts Centre, Hobart, tas","Moonah Arts Centre, 23-27, Albert Road, Florence Heights, Moonah, Hobart, City of Glenorchy, Tasmania, 7009, Australia","(-42.84827405, 147.29527478018576, 0.0)",-42.84827405,147.29527478018576,0.0
"National Library of Australia, Canberra","National Library of Australia, wheelchair access, Parkes, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia","(-35.29652355, 149.12957364767345, 0.0)",-35.29652355,149.12957364767345,0.0
"Arthaus Gallery, Sydney, NSW",,,,,
"Ray Hughes Gallery, Sydney, NSW",,,,,
"Kaliman Gallery, Paddington, Sydney, NSW",,,,,
"Penrith Regional Gallery, Emu Plains, NSW","Penrith Regional Gallery & Lewers Bequest, Emu Plains, Penrith, Sydney, Penrith City Council, New South Wales, 2750, Australia","(-33.75838175, 150.66455904439798, 0.0)",-33.75838175,150.66455904439798,0.0
"Oriel Gallery, Brisbane, Qld",,,,,
"von Bertouch Galleries, Newcastle, NSW",,,,,
"Cessnock, NSW","Cessnock, Cessnock City Council, New South Wales, Australia","(-32.8316667, 151.3511111, 0.0)",-32.8316667,151.3511111,0.0
"Robin Gibson Gallery, Sydney, NSW",,,,,
"Hardware Gallery, Sydney, NSW",,,,,
"Museum of National History, Frederiksborg, Denmark","Det Nationalhistoriske Museum, Indre Slotsgård, Hillerød, Hillerød Kommune, Region Hovedstaden, 3400, Danmark","(55.9351737, 12.3015148, 0.0)",55.9351737,12.3015148,0.0
"Crawford Gallery, Sydney, NSW",,,,,
"Mosman Art Gallery, Sydney, NSW","Mosman Art Gallery & Community Centre, Vista Street, Spit Junction, Mosman, Lower North Shore, Sydney, Mosman Municipal Council, New South Wales, 2088, Australia","(-33.82619845, 151.24050182530272, 0.0)",-33.82619845,151.24050182530272,0.0
"Martin Gallery, Townsville, Qld",,,,,
"Holdsworth Galleries, Sydney, NSW",,,,,
"Wentworth Building Exhibition Space, University of Sydney, NSW",,,,,
"Kudos Gallery, Paddington, NSW",,,,,
"(NSW) Education Department's Gallery, Sydney, NSW",,,,,
"Fine Art Societies Galleries, Melbourne, VIC",,,,,
"Society of Artists, Sydney, NSW",,,,,
"Long Gallery, University of Wollongong, Wollongong, NSW",,,,,
"Australian Centre For Christianity and Culture, Canberra, ACT",,,,,
"Roslyn Oxley 9 Gallery, Paddington, NSW",,,,,
"Stella Downer Fine Art, Sydney, NSW",,,,,
"Melbourne University, Ewing and George Paton Gallery, Melbourne, Vic.",,,,,
"Gallery A, Sydney, NSW","Beach & Surf Gallery, 201-209A, Avoca Street, Randwick, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia","(-33.9165031, 151.2414802, 0.0)",-33.9165031,151.2414802,0.0
"Bloomfield Galleries, Sydney, NSW",,,,,
"Rosenberg and Kaufman Fine Art, SoHo, New York City, USA",,,,,
"Umbrella Studio Contemporary Arts, Townsville, Qld","Umbrella Studio Contemporary Arts, Flinders Street, Townsville City, Townsville, Townsville City, Queensland, 4810, Australia","(-19.2611791, 146.8159473, 0.0)",-19.2611791,146.8159473,0.0
"Pickled Art Centre, Beijing, China",,,,,
"Perc Tucker Regional Gallery, Townsville, Qld","Perc Tucker Regional Gallery, Alexandra Arcade, Townsville City, Townsville, Townsville City, Queensland, 4810, Australia","(-19.258136, 146.8180142, 0.0)",-19.258136,146.8180142,0.0
"Holdsworth Contemporary Gallery, Sydney, NSW",,,,,
"Chandler Coventry Gallery, Sydney, NSW",,,,,
"King Street on Burton Gallery, Sydney, NSW",,,,,
"Australian Centre for Photography, Sydney, NSW",,,,,
"Devonport Regional Gallery, Devonport, Tas.",,,,,
"Anna Schwartz Gallery, Melbourne, Vic.",,,,,
"Ivan Dougherty Gallery, Sydney, NSW",,,,,
"Geelong Art Gallery, Geelong, VIC","Geelong Gallery, Little Malop Street, Geelong, City of Greater Geelong, Victoria, 3220, Australia","(-38.1471881, 144.3569601, 0.0)",-38.1471881,144.3569601,0.0
"Glen Eira City Gallery, Melbourne, Vic.",,,,,
"United Artists, Melbourne, Vic.",,,,,
"Arts Council of the Australian Capital Territories, Canberra, ACT",,,,,
"Kensington Gallery, Adelaide, SA",,,,,
"Hawkesbury Regional Gallery, Windsor, NSW",,,,,
"Pinacotheca, Melbourne, Vic",,,,,
"Australian Galleries, Melbourne, Vic.","Australian Galleries – Exhibitions, 35, Derby Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia","(-37.8070996, 144.9847222, 0.0)",-37.8070996,144.9847222,0.0
"ARC One Gallery Melbourne, Vic.",,,,,
"Red Gate Gallery, 798 Village, Beijing, China",,,,,
"Sherman Galleries, Sydney, NSW",,,,,
"Liverpool Regional Museum, Sydney, NSW",,,,,
"Contemporary Art Centre of South Australia, Adelaide, SA",,,,,
"The Church Gallery, Perth International Arts Festival, Perth, WA",,,,,
"State Library of Victoria, Melbourne, Vic.","State Library of Victoria, 328, Swanston Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.809769599999996, 144.96553516995195, 0.0)",-37.809769599999996,144.96553516995195,0.0
"Tokyo Gallery, Tokyo, Japan","gallery 21 - grand Nikki Tokyo daiba, 東京湾岸道路, 台場二丁目, 台場, 港区, 東京都, 135-8701, 日本","(35.6254773, 139.7721391, 0.0)",35.6254773,139.7721391,0.0
"Brisbane City Gallery, Brisbane, Qld",,,,,
"Craft Queensland Gallery, Brisbane, Qld",,,,,
"Florence, Italy","Firenze, Toscana, Italia","(43.7698712, 11.2555757, 0.0)",43.7698712,11.2555757,0.0
"Education Department Gallery, Sydney, NSW",,,,,
"Seattle Art Museum, Seattle, Washington, USA","Seattle Art Museum, 1300, 1st Avenue, West Edge, Belltown, Seattle, King County, Washington, 98101, United States","(47.6077008, -122.3385575, 0.0)",47.6077008,-122.3385575,0.0
Singapore,Singapore,"(1.357107, 103.8194992, 0.0)",1.357107,103.8194992,0.0
"Chase Contemporary & Tribal Arts Gallery, Sydney, NSW",,,,,
"Libby Edwards Gallery, Brisbane, Qld",,,,,
"Linton and Kay, Perth, WA",,,,,
"Darling Park Gallery, Sydney, NSW",,,,,
"University Art Museum, University of Queensland, Brisbane, Qld",,,,,
"John Curtin Gallery, Perth, WA",,,,,
"Bluecoat Gallery, Liverpool, UK",,,,,
"Kunstsammlung Nordrhein-Westfalen, Dusseldorf, Germany","Kunstsammlung, Mutter-Ey-Straße, Altstadt, Stadtbezirk 1, Düsseldorf, Nordrhein-Westfalen, 40213, Deutschland","(51.2272565, 6.7757035, 0.0)",51.2272565,6.7757035,0.0
"Institute of Modern Art, Brisbane, Qld","Institute of Modern Art, 420, Brunswick Street, Fortitude Valley, Brisbane City, Queensland, 4006, Australia","(-27.459477, 153.036797, 0.0)",-27.459477,153.036797,0.0
"Griffith University, Brisbane, Qld","Griffith University, Pacific Motorway, Upper Mount Gravatt, Greater Brisbane, Queensland, 4111, Australia","(-27.54662495, 153.06429222548272, 0.0)",-27.54662495,153.06429222548272,0.0
"Royal Queensland Art Society Gallery, Brisbane, Qld",,,,,
"Arc1 Gallery, Melbourne, Vic.",,,,,
"The Studio Festival, Glasgow, Scotland",,,,,
"Citric Gallery, Brescia, Italy",,,,,
"Royal Scottish Academy of Music & Drama, Glasgow, Scotland","Royal Conservatoire of Scotland, 100, Renfrew Street, Blythswood Hill, Glasgow, Glasgow City, Alba / Scotland, G2 3DB, United Kingdom","(55.86638255, -4.257549087975787, 0.0)",55.86638255,-4.257549087975787,0.0
"Sherman Galleries, Paddington, Sydney, NSW",,,,,
"The Esplanade, Singapore","The Esplanade, Civic District, Downtown Core, Singapore, Central, 039802, Singapore","(1.2890011, 103.8545159, 0.0)",1.2890011,103.8545159,0.0
"Room 35, Gitte Weise Gallery, Sydney, NSW",,,,,
"Artspace, Woolloomoolloo, NSW",,,,,
"Conny Dietzschold Gallery, Sydney, NSW",,,,,
"Monash Gallery of Art, Melbourne, Vic.","Monash Gallery of Art, Ferntree Gully Road, Wheelers Hill, Melbourne, City of Monash, Victoria, 3170, Australia","(-37.9077439, 145.1902768, 0.0)",-37.9077439,145.1902768,0.0
"Keela Dreaming Cultural Festival, Kellerberrin, WA",,,,,
"Art Gallery of Western Australia, Perth, WA","Lawrence Wilson Art Gallery, Fairway Entrance 1, Crawley, Perth, City of Perth, Western Australia, 6009, Australia","(-31.97688685, 115.81616536223873, 0.0)",-31.97688685,115.81616536223873,0.0
"Museum of Modern Art, Kyoto, Japan","京都国立近代美術館, 仁王門通, 岡崎円勝寺町, 左京区, 京都市, 京都府, 606-8352, 日本","(35.012315, 135.7819586147932, 0.0)",35.012315,135.7819586147932,0.0
"Aborigines Advancement League, Melbourne, Vic.",,,,,
"Drill Hall Gallery, Australian National University, Canberra, ACT",,,,,
"Brisbane City Art Gallery, Brisbane, Qld",,,,,
"National College of the Arts, Lahore, Pakistan",,,,,
"Art Front and Hillside Galleries, Tokyo, Japan",,,,,
"Wollongong City Art Gallery, Wollongong, NSW",,,,,
"Centre for Contemporary Art, Warsaw, Poland",,,,,
"FACT, Liverpool, England, UK","FACT, 88, Wood Street, Ropewalks, Liverpool, Liverpool City Region, England, L1 4DQ, United Kingdom","(53.40221405, -2.9778475734492824, 0.0)",53.40221405,-2.9778475734492824,0.0
"Rijksakademie van Beeldende Kunsten, Amsterdam, The Netherlands","Rijksakademie van beeldende kunsten, 470, Sarphatistraat, Weesperbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 GW, Nederland","(52.3629354, 4.9177925, 0.0)",52.3629354,4.9177925,0.0
"Level 2 Project Space, Art Gallery of New South Wales, Sydney, NSW",,,,,
"Australian Centre for the Moving Image, Melbourne, Vic.","Australian Centre for the Moving Image (ACMI), Flinders Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.81744845, 144.96906260859384, 0.0)",-37.81744845,144.96906260859384,0.0
"Sydney Film Festival, Sydney, NSW",,,,,
"Microwave Festival, Hong Kong",,,,,
"Asia-Pacific Triennial, Queensland Art Gallery, Brisbane, Qld",,,,,
"Public Office (Next Wave), Melbourne, Vic.",,,,,
"San Diego, California, USA","San Diego, San Diego County, CAL Fire Southern Region, California, United States","(32.7174202, -117.1627728, 0.0)",32.7174202,-117.1627728,0.0
"RMIT Gallery, Melbourne, Vic.","Storey Hall, Rodda Lane, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8090856, 144.9639910564144, 0.0)",-37.8090856,144.9639910564144,0.0
"Ken Done Gallery, The Rocks, Sydney, NSW","Ken Done Gallery, 1-3, Hickson Road, The Rocks, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","(-33.85787035, 151.20945655720232, 0.0)",-33.85787035,151.20945655720232,0.0
"Ewart Gallery, Willoughby Arts Centre, Willoughby, NSW",,,,,
"Kulture Shop Gallery, Bronte Beach, Sydney, NSW",,,,,
"The Sydney School Gallery, Meadowbank TAFE, Meadowbank, NSW",,,,,
"Parramatta, NSW","City of Parramatta Council, New South Wales, Australia","(-33.80698855, 151.0213894532821, 0.0)",-33.80698855,151.0213894532821,0.0
"McKell Building, Sydney, NSW","McKell Building, 2-24, Rawson Place, Railway Square, Haymarket, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","(-33.881131100000005, 151.2054389167208, 0.0)",-33.881131100000005,151.2054389167208,0.0
"Gelabert Studios, New York, United States of America",,,,,
"Tap Gallery, Sydney, NSW","Tap Gallery, 45, Burton Street, Darlinghurst, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia","(-33.87878675, 151.2163986873104, 0.0)",-33.87878675,151.2163986873104,0.0
"Brightspace Gallery, Melbourne, Vic.",,,,,
"Kozminsky Gallery, Melbourne, Vic.",,,,,
"Gould Galleries, Melbourne, Vic.",,,,,
"Goddard de Fiddes Contemporary Art, Perth, WA",,,,,
"Perth Institute of Contemporary Arts, Perth, WA","Perth Institute of Contemporary Arts, Cultural Centre, Perth, City of Perth, Western Australia, 6000, Australia","(-31.9498386, 115.86025242396883, 0.0)",-31.9498386,115.86025242396883,0.0
"Canberra Museum and Gallery, Canberra, ACT","Canberra Museum and Gallery, London Circuit, City, Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia","(-35.2806762, 149.13096234226668, 0.0)",-35.2806762,149.13096234226668,0.0
"Austral Gallery, St Louis, USA",,,,,
"William Mora Galleries, Melbourne, Vic.",,,,,
"Bett Gallery, Hobart, Tas.",,,,,
"Dickerson Gallery, Sydney, NSW",,,,,
"Lindsay Street Gallery, Newcastle, NSW",,,,,
"Faculty Gallery, Monash University, Melbourne, Vic.",,,,,
"Brisbane City Gallery, Brisbane, Qld.",,,,,
"Queen Victoria Museum and Art Gallery, Launceston, TAS",,,,,
Korea,대한민국,"(36.638392, 127.6961188, 0.0)",36.638392,127.6961188,0.0
"Werribee Park, Werribee, Vic.","Werribee Park, Werribee South, Melbourne, City of Wyndham, Victoria, Australia","(-37.92754325, 144.6712824060007, 0.0)",-37.92754325,144.6712824060007,0.0
"Canberra Museum and Art Gallery, Canberra, ACT",,,,,
"McClelland Gallery & Sculpture Park, Langwarrin, Vic.","McClelland Gallery and Sculpture Park, Myrtle Street, Langwarrin, Melbourne, City of Frankston, Victoria, 3910, Australia","(-38.1460334, 145.1764862, 0.0)",-38.1460334,145.1764862,0.0
"Woodbury Art at Span Galleries, Melbourne, Vic.",,,,,
"Barry Stern Gallery, Sydney, NSW",,,,,
"Melbourne International Arts Festival, Melbourne, Vic.",,,,,
"Melbourne International Arts Festival, Arc One Gallery, Melbourne, Vic.",,,,,
"Gertrude Contemporary Art Spaces, Melbourne, Vic.",,,,,
"Sculpture Square, Singapore",,,,,
"1st Floor, Melbourne, Vic.","Melbourne, City of Melbourne, Victoria, Australia","(-37.8142176, 144.9631608, 0.0)",-37.8142176,144.9631608,0.0
"Studio 12, Gertrude Contemporary Art Spaces, Melbourne, Vic.",,,,,
"Linden Centre for Contemporary Arts, St Kilda, Melbourne, Vic.","Linden Centre for Contemporary Arts, 26, Acland Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia","(-37.865052, 144.976647, 0.0)",-37.865052,144.976647,0.0
"The Farm, Brisbane, Qld","The River Gallery Apartments, New Farm, Brisbane City, New Farm, Queensland, 4005, Australia","(-27.47102955, 153.04164331589254, 0.0)",-27.47102955,153.04164331589254,0.0
"Whitechapel Gallery, London, England","Whitechapel Gallery, 77-82, Whitechapel High Street, Spitalfields, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 7QX, United Kingdom","(51.51617175, -0.0703132444698357, 0.0)",51.51617175,-0.0703132444698357,0.0
"West Space, Melbourne, Vic.",,,,,
"Boutwell and Draper Gallery, Sydney, NSW",,,,,
"Sherman Galleries, Paddington, NSW",,,,,
"Benalla Art Gallery, Benalla, Vic.","Benalla Art Gallery, Bridge Street Service Road, Benalla, Rural City of Benalla, Victoria, 3672, Australia","(-36.552212, 145.97953270297253, 0.0)",-36.552212,145.97953270297253,0.0
"Crafts Council of Australia, Canberra, ACT",,,,,
"Wollongong City Gallery, Wollongong, NSW",,,,,
"Eva Breuer Art Dealer, Woollahra, NSW",,,,,
"Queensland University of Technology, Brisbane, Qld","Griffith University Mount Gravatt Campus (Queensland Institute of Business and Technology), Roundhouse Road, Mount Gravatt, Greater Brisbane, Queensland, 4121, Australia","(-27.542195, 153.06495257071268, 0.0)",-27.542195,153.06495257071268,0.0
"Bus Gallery Melbourne, Vic.",,,,,
"Kaliman Gallery, Sydney, NSW",,,,,
"200 Gertrude Street, Melbourne, Vic.","Gertrude Contemporary, 200, Gertrude Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.806318, 144.981261, 0.0)",-37.806318,144.981261,0.0
"1st Floor Artists' and Writers' Space, Melbourne, Vic.",,,,,
"Querhause Gallery, Berlin",,,,,
"Liebman Magnan Gallery, New York, USA",,,,,
"National Gallery of Kuala Lumpur, Malaysia","Balai Seni Visual Negara, 2, Jalan Temerloh, Kuala Lumpur, 53200, Malaysia","(3.17375875, 101.70508482141321, 0.0)",3.17375875,101.70508482141321,0.0
"Melbourne Museum, Melbourne, Vic.","Melbourne Museum, 11, Nicholson Street, Carlton, Melbourne, City of Melbourne, Victoria, 3053, Australia","(-37.80326215, 144.97227180464887, 0.0)",-37.80326215,144.97227180464887,0.0
"McClelland Gallery and Sculpture Park, Langwarrin, Vic.","McClelland Gallery and Sculpture Park, Myrtle Street, Langwarrin, Melbourne, City of Frankston, Victoria, 3910, Australia","(-38.1460334, 145.1764862, 0.0)",-38.1460334,145.1764862,0.0
"Galerie Dusseldorf, Perth, WA",,,,,
"Perth Institute of Contemporary Art, Perth, WA",,,,,
"Tokyo Metropolitan Museum of Photography, Tokyo, Japan","東京都写真美術館, 3, 三田橋, 三田一丁目, 目黒区, 東京都, 153-0062, 日本","(35.641543, 139.7133962, 0.0)",35.641543,139.7133962,0.0
"Heide Park and Art Gallery, Melbourne, Vic.",,,,,
"Lanyon homestead, Canberra, ACT",,,,,
"Tate Gallery, London, UK",,,,,
"Bonython Art Gallery, Adelaide, SA",,,,,
"Marlborough Fine Art, London, UK",,,,,
"Hatton Gallery, University of Newcastle-upon-Tyne",,,,,
"Matthieson Gallery, London, UK",,,,,
Canada,Canada,"(61.0666922, -107.991707, 0.0)",61.0666922,-107.991707,0.0
