date_range.date_end.year,date_range.date_end.month,date_range.date_end.day,date_range.date_start.year,date_range.date_start.month,date_range.date_start.day,place.address.ori_address,place.address.country,place.address.state,place.address.city,place.address.postcode,place.ori_dbid.$oid,place.ori_address,place._class_ori,place._class,place.geo_coord.latitude,place.geo_coord.longitude,name,event_id,place.ori_name,place.ori_country,place.display_name,place.address.suburb
1990,5,10,1990,5,10,"Santa Fe, New Mexico, United States",United States,New Mexico,Santa Fe,87501,4da1952db538b73d930023a3,"Santa Fe, New Mexico, USA",place,place,35.6869752,-105.937799,"""Nyukana Baker""",4da1952db538b73d930023a4,,,,
1990,11,10,1990,11,10,"Tandanya, Adelaide, South Australia (Tandanya Aboriginal Cultural Institute)",Australia,South Australia,Adelaide,Unknown,4da1952db538b73d9300239b,"Tandanya, Adelaide, SA (Tandanya Aboriginal Cultural Institute)",place,place,,,"""Nyukana Baker""",4da1952db538b73d9300239c,,,,
1988,4,10,1988,4,10,"Texas International Festival, Texas, United States",United States,Texas,Houston,77063,4da1952db538b73d930023b6,"Texas International Festival, Texas, USA",place,place,29.731775,-95.512282,"""Nyukana Baker""",4da1952db538b73d930023b7,,,,
1989,1,1,1989,1,1,"Artspace, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d93002560,"Artspace, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Bronwyn Bancroft""",4da19531b538b73d93002561,,,,
2007,1,1,2007,1,1,"Academy of the Spherical Arts, Toronto, Canada",Canada,Ontario,Toronto,M6K 1X4,4da19531b538b73d9300258a,"Academy of the Spherical Arts, Toronto, Canada",place,place,43.63911,-79.420049,"""Bronwyn Bancroft""",4da19531b538b73d9300258b,,,,
1993,1,1,1993,1,1,"Performance Space, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d93002571,"Performance Space, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Bronwyn Bancroft""",4da19531b538b73d93002572,,,,
1991,1,1,1991,1,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,"National Gallery of Australia, Canberra, ACT",place,place,-35.30053,149.136282,"""Bronwyn Bancroft""",4da19531b538b73d9300256d,,,,
1991,1,1,1991,1,1,"Museum fur Volkerkunde, Hamberg, Germany",Germany,Hamburg,Hamburg,20148,4da19531b538b73d93002567,"Museum fur Volkerkunde, Hamberg, Germany",place,place,53.5679439,9.9883861,"""Bronwyn Bancroft""",4da19531b538b73d93002568,,,,
1992,1,1,1992,1,1,"Gallery Gabrielle Pizzi, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19511b538b73d9300150f,"Gallery Gabrielle Pizzi, Melbourne, Vic.",place,place,-37.8131869,144.9629796,"""Bronwyn Bancroft""",4da19531b538b73d93002575,,,,
2010,6,6,2010,5,15,"Wilson St Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d9300255b,"Wilson St Gallery, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Bronwyn Bancroft""",4da19531b538b73d9300255c,,,,
2002,1,1,2002,1,1,Regional Galleries of Qld.,,,,Unknown,4da19531b538b73d93002580,Regional Galleries of Qld.,place,place,,,"""Bronwyn Bancroft""",4da19531b538b73d93002581,,,,
1992,1,1,1992,1,1,"Le Recoleta Cultural Centre, Buenos Aries, Argentina",Argentina,Buenos Aires,Buenos Aires,Unknown,4da19531b538b73d9300256e,"Le Recoleta Cultural Centre, Buenos Aries, Argentina",place,place,,,"""Bronwyn Bancroft""",4da19531b538b73d9300256f,,,,
1992,1,1,1992,1,1,"Gallery Gabrielle Pizzi, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19511b538b73d9300150f,"Gallery Gabrielle Pizzi, Melbourne, Vic.",place,place,-37.8131869,144.9629796,"""Bronwyn Bancroft""",4da19531b538b73d9300255f,,,,
1987,1,1,1987,1,1,"Printemps Department Store, Paris, France",France,Île-de-France,Paris,75004,4da19531b538b73d93002569,"Printemps Department Store, Paris, France",place,place,48.8566667,2.3509871,"""Bronwyn Bancroft""",4da19531b538b73d9300256a,,,,
1991,1,1,1991,1,1,"Warrnambool Art Gallery, Warrnambool, Victoria",Australia,Victoria,Warrnambool,3280,4da19590b538b73d9300495e,"Warrnambool Art Gallery, Warrnambool, VIC",place,place,-38.3855297,142.4824539,"""Bronwyn Bancroft""",513fc8f5d707ff6bcd000b8c,,,,
2000,1,1,2000,1,1,"Australian Museum, Sydney, New South Wales",Australia,New South Wales,Sydney,2010,4da19513b538b73d93001681,"Australian Museum, Sydney, NSW",place,place,-33.8743043,151.2128714,"""Bronwyn Bancroft""",4da19531b538b73d9300257d,,,,
2008,1,1,2008,1,1,"Wilson Street Gallery, Newtown, Sydney, New South Wales",Australia,New South Wales,Sydney,2041,4da19971b538b73d9300f336,"Wilson Street Gallery, Newtown, Sydney, NSW",place,place,-33.8965493,151.1799632,"""Bronwyn Bancroft""",4e5afe84d707ff52a2000000,,,,Newtown
1994,1,1,1994,1,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,"National Gallery of Australia, Canberra, ACT",place,place,-35.30053,149.136282,"""Bronwyn Bancroft""",4da197b8b538b73d9300bc3f,,,,
1993,1,1,1993,1,1,"Framed Gallery, Darwin, Northern Territory",Australia,Northern Territory,Darwin,0800,4da19531b538b73d93002573,"Framed Gallery, Darwin, NT",place,place,-12.4628198,130.8417694,"""Bronwyn Bancroft""",4da19531b538b73d93002574,,,,
1997,11,10,1997,11,10,"Tandanya National Aboriginal Cultural Institute, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da194f7b538b73d930006f4,"Tandanya National Aboriginal Cultural Institute, Adelaide, SA",place,place,-34.923886,138.6104632,"""Bronwyn Bancroft""",4da19531b538b73d9300258c,,,,
1990,1,1,1990,1,1,"Third Eye Centre, Glasgow, Sctotland",,,,Unknown,4da19531b538b73d93002564,"Third Eye Centre, Glasgow, Sctotland",place,place,,,"""Bronwyn Bancroft""",4da19531b538b73d93002565,,,,
2007,1,1,2007,1,1,"Hogarth Galleries, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d9300255d,"Hogarth Galleries, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Bronwyn Bancroft""",4da19531b538b73d9300255e,,,,
1998,1,1,1998,1,1,"Ian Potter Gallery, Melbourne University, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19531b538b73d93002577,"Ian Potter Gallery, Melbourne University, Melbourne, Vic.",place,place,-37.7999695,144.9573385,"""Bronwyn Bancroft""",4da19531b538b73d93002578,,,,
1999,1,1,1999,1,1,"Coventry Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d93002579,"Coventry Gallery, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Bronwyn Bancroft""",4da19531b538b73d9300257a,,,,
2004,1,1,2004,1,1,"Vivien Anderson Gallery, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19531b538b73d93002584,"Vivien Anderson Gallery, Melbourne, Vic.",place,place,-37.8131869,144.9629796,"""Bronwyn Bancroft""",4da19531b538b73d93002585,,,,
2006,1,1,2006,1,1,"Galerie Zuiger, Santa Fe, United States",United States,New Mexico,Santa Fe,87501,4da19531b538b73d93002588,"Galerie Zuiger, Santa Fe, USA",place,place,35.6869752,-105.937799,"""Bronwyn Bancroft""",4da19531b538b73d93002589,,,,
2002,1,1,2002,1,1,"Ivan Dougherty Gallery, Paddington, Sydney, New South Wales",Australia,New South Wales,Sydney,2021,4da19531b538b73d9300257b,"Ivan Dougherty Gallery, Paddington, Sydney, NSW",place,place,-33.8846107,151.2265861,"""Bronwyn Bancroft""",4da19531b538b73d9300257c,,,,Paddington
1990,1,1,1990,1,1,"National Museum of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2601,4da19501b538b73d93000c7a,"National Museum of Australia, Canberra, ACT",place,place,-35.293253,149.1211,"""Bronwyn Bancroft""",4da19531b538b73d93002566,,,,
1994,3,6,1994,2,4,"Campbelltown City Art Gallery, Campbelltown, New South Wales",Australia,New South Wales,Campbelltown,2560,4da1b52eb538b73d9301f4ef,"Campbelltown City Art Gallery, Campbelltown, NSW",place,place,-34.0677741,150.8131919,"""Bronwyn Bancroft""",5955b93cd707ff0fa1000007,,,,
2000,1,1,2000,1,1,"Contemporary Indigenous Gallery, Powerhouse Museum, Sydney, New South Wales",Australia,New South Wales,Sydney,2007,4da19531b538b73d9300257e,"Contemporary Indigenous Gallery, Powerhouse Museum, Sydney, NSW",place,place,-33.8792253,151.2001669,"""Bronwyn Bancroft""",4da19531b538b73d9300257f,,,,
1987,1,1,1987,1,1,"Tin Sheds Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d93002562,"Tin Sheds Gallery, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Bronwyn Bancroft""",4da19531b538b73d93002563,,,,
1996,1,1,1996,1,1,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,"Art Gallery of New South Wales, Sydney, NSW",place,place,-33.8686268,151.2170618,"""Bronwyn Bancroft""",4da19531b538b73d93002576,,,,
2005,1,1,2005,1,1,"Koori Heritage Trust, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19531b538b73d93002586,"Koori Heritage Trust, Melbourne, Vic.",place,place,-37.8131869,144.9629796,"""Bronwyn Bancroft""",4da19531b538b73d93002587,,,,
1995,4,2,1995,3,6,"Australian Museum, Sydney, New South Wales",Australia,New South Wales,Sydney,2010,4da19513b538b73d93001681,"Australian Museum, Sydney, NSW",place,place,-33.8743043,151.2128714,"""Bronwyn Bancroft""",543344d9d707ff7310000054,,,,
2004,1,1,2004,1,1,"Benaki Museum, Athens, Greece",Greece,Attica Region,Athens,106 74,4da19531b538b73d93002582,"Benaki Museum, Athens, Greece",place,place,37.9760832,23.7404713,"""Bronwyn Bancroft""",4da1b861b538b73d930210d4,,,,
1991,1,1,1991,1,1,"Coo-ee Aboriginal Art Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d9300256b,"Coo-ee Aboriginal Art Gallery, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Bronwyn Bancroft""",4da19531b538b73d9300256c,,,,
2001,1,1,2001,1,1,"Brisbane Convention and Exhibition Centre, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19510b538b73d930013b8,"Brisbane Convention & Exhibition Centre, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Bibi Barba""",4da1c8ceb538b73d930265e5,,,,
2005,1,1,2005,1,1,"Parliament of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19536b538b73d93002813,"Parliament of NSW, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Roy Barker""",4da19536b538b73d93002814,,,,
1999,1,1,1998,1,1,Perth Craft West Centre,Australia,Western Australia,Perth,6000,4da19536b538b73d93002831,Perth Craft West Centre,place,place,-31.9522222,115.8588889,"""Rosie Barkus""",4da19536b538b73d93002832,,,,
2006,1,1,2006,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19511b538b73d930014c8,"Queensland Art Gallery, Brisbane, Qld.",place,place,-27.4720964,153.0181735,"""Rosie Barkus""",4da196bab538b73d93008fd9,,,,
2000,1,1,1999,1,1,"Cairns Regional Art Gallery, Cairns, Queensland",Australia,Queensland,Cairns,4870,4da19536b538b73d93002835,"Cairns Regional Art Gallery, Cairns, QLD",place,place,-16.9233991,145.773851,"""Rosie Barkus""",4da19536b538b73d93002836,,,,
2007,1,1,2007,1,1,"National Museum of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2601,4da19501b538b73d93000c7a,"National Museum of Australia, Canberra, ACT",place,place,-35.293253,149.1211,"""Rosie Barkus""",4da19536b538b73d9300282f,,,,
2001,1,1,2001,1,1,"Brisbane Convention and Exhibition Centre, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19510b538b73d930013b8,"Brisbane Convention & Exhibition Centre, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Rosie Barkus""",4da1c8ceb538b73d930265e5,,,,
2002,1,1,2002,1,1,"Tamworth Art Gallery, Tamworth, New South Wales",Australia,New South Wales,Tamworth,2340,4da19536b538b73d9300282d,"Tamworth Art Gallery, Tamworth, NSW",place,place,-31.091085,150.9303741,"""Rosie Barkus""",4da19536b538b73d9300282e,,,,
2003,1,1,2003,1,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,"National Gallery of Australia, Canberra, ACT",place,place,-35.30053,149.136282,"""Rosie Barkus""",4da1beebb538b73d930248a0,,,,
2001,1,1,2001,1,1,"Brisbane Convention and Exhibition Centre, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19510b538b73d930013b8,"Brisbane Convention & Exhibition Centre, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Tatipai Barsa""",4da1c8ceb538b73d930265e5,,,,
2005,1,1,2005,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Thelma Bartman""",4da196efb538b73d93009af6,,,,
2004,1,1,2004,1,1,"Moree Plains Gallery, Moree, New South Wales",Australia,New South Wales,Moree,2400,4da1953eb538b73d93002af9,"Moree Plains Gallery, Moree, NSW",place,place,-29.4643519,149.8415113,"""Thelma Bartman""",4da1b1fdb538b73d9301e31b,,,,
2004,1,1,2004,1,1,"Fariway Studios, Goondiwindi, Queensland",Australia,Queensland,Goondiwindi,4390,4da1b1fdb538b73d9301e319,"Fariway Studios, Goondiwindi, Qld.",place,place,-28.5472061,150.3074519,"""Thelma Bartman""",4da1b1fdb538b73d9301e31a,,,,
2005,1,1,2005,1,1,"Cowra Regional Art Gallery, Cowra, New South Wales",Australia,New South Wales,Cowra,2794,4da1953eb538b73d93002afd,"Cowra Regional Art Gallery, Cowra, NSW",place,place,-33.8347103,148.6912183,"""Thelma Bartman""",4da1953eb538b73d93002afe,,,,
2001,1,1,2001,1,1,"Brisbane Convention and Exhibition Centre, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19510b538b73d930013b8,"Brisbane Convention & Exhibition Centre, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Gloria Beckett""",4da1c8ceb538b73d930265e5,,,,
2001,1,1,2001,1,1,"Brisbane Convention and Exhibition Centre, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19510b538b73d930013b8,"Brisbane Convention & Exhibition Centre, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Bianca Beetson""",4da1c8ceb538b73d930265e5,,,,
2006,1,1,2006,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19511b538b73d930014c8,"Queensland Art Gallery, Brisbane, Qld.",place,place,-27.4720964,153.0181735,"""Bianca Beetson""",4da196bab538b73d93008fd9,,,,
1997,1,1,1997,1,1,"Canberra Contemporary Art Space, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da1954cb538b73d9300307b,"Canberra Contemporary Art Space, Canberra, ACT",place,place,-35.3080556,149.1244444,"""Bianca Beetson""",4da19bdab538b73d93012826,,,,
1996,1,1,1996,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19511b538b73d930014c8,"Queensland Art Gallery, Brisbane, Qld.",place,place,-27.4720964,153.0181735,"""Bianca Beetson""",4da19d62b538b73d93014658,,,,
2006,1,1,2006,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19511b538b73d930014c8,"Queensland Art Gallery, Brisbane, Qld.",place,place,-27.4720964,153.0181735,"""Jack Bell""",4da196bab538b73d93008fd9,,,,
2006,1,1,2006,1,1,"Woolloongabba Art Gallery, Woolloongabba, Brisbane, Queensland",Australia,Queensland,Brisbane,4102,4da19550b538b73d9300319e,"Woolloongabba Art Gallery, Woolloongabba, Brisbane, Qld.",place,place,-27.5005578,153.0353208,"""Marshall Bell""",4da19550b538b73d9300319f,,,,Woolloongabba
2006,1,1,2006,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19511b538b73d930014c8,"Queensland Art Gallery, Brisbane, Qld.",place,place,-27.4720964,153.0181735,"""Marshall Bell""",4da196bab538b73d93008fd9,,,,
1990,1,1,1990,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19515b538b73d9300175e,"Queensland Art Gallery, Brisbane, QLD",place,place,-27.4720964,153.0181735,"""Marshall Bell""",4da1bf93b538b73d93024abe,,,,
2005,1,1,2005,1,1,"Orange Regional Gallery, Orange, New South Wales",Australia,New South Wales,Orange,2800,4da19551b538b73d930031e0,"Orange Regional Gallery, Orange, NSW",place,place,-33.2818863,149.102659,"""Johanna Parker""",4da19551b538b73d930031e1,,,,
2006,1,1,2006,1,1,"Boomalli Aboriginal Artists Cooperative, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19551b538b73d930031dc,"Boomalli Aboriginal Artists Cooperative, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Johanna Parker""",4da19551b538b73d930031dd,,,,
2006,1,1,2006,1,1,"Cooee Heritage Cultural Centre, Gilgandra, New South Wales",Australia,New South Wales,,2827,4da19551b538b73d930031da,"Cooee Heritage Cultural Centre, Gilgandra, NSW",place,place,-31.7108933,148.6694654,"""Johanna Parker""",4da19551b538b73d930031db,,,,
2005,1,1,2005,1,1,"Grafton Regional Art Gallery, Grafton, New South Wales",Australia,New South Wales,Grafton,2460,4da19551b538b73d930031de,"Grafton Regional Art Gallery, Grafton, NSW",place,place,-29.6911226,152.9331993,"""Johanna Parker""",4da19551b538b73d930031df,,,,
2006,1,1,2006,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Johanna Parker""",4da196efb538b73d93009af5,,,,
2005,1,1,2005,1,1,"Dubbo Regional Gallery, Dubbo, New South Wales",Australia,New South Wales,Dubbo,2830,4da19551b538b73d930031e2,"Dubbo Regional Gallery, Dubbo, NSW",place,place,-32.2465967,148.6063324,"""Johanna Parker""",4da19551b538b73d930031e3,,,,
,,,,,,"Gondawana Gallery, Alice Springs, Northern Territory",Australia,Northern Territory,Alice Springs,0870,4da1955ab538b73d93003645,"Gondawana Gallery, Alice Springs, NT",place,place,-23.7002104,133.8806114,"""May Berger""",4da1955ab538b73d93003646,,,,
1991,1,1,1991,1,1,"Araluen Arts Centre, Alice Springs, Northern Territory",Australia,Northern Territory,Alice Springs,0871,4da19f9ab538b73d93016329,"Araluen Arts Centre,  Alice Springs, NT",place,place,-23.702999,133.862802,"""May Berger""",4da19f9ab538b73d9301632a,,,,
2005,1,1,2005,1,1,"Cowra Regional Gallery, Cowra, New South Wales",Australia,New South Wales,Cowra,2794,4da19560b538b73d93003865,"Cowra Regional Gallery, Cowra, NSW",place,place,-33.8347103,148.6912183,"""Leonie Binge""",4da19560b538b73d93003866,,,,
2006,1,1,2006,1,1,"Hawkesbury Regional Gallery, Windsor, New South Wales",Australia,New South Wales,Hawkesbury,2756,4da19560b538b73d93003861,"Hawkesbury Regional Gallery, Windsor, NSW",place,place,-33.6075314,150.819451,"""Leonie Binge""",4da19560b538b73d9300387a,,,,Windsor
2005,1,1,2005,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Leonie Binge""",4da196efb538b73d93009af6,,,,
2014,10,7,2014,10,23,"Sydney College of the Arts, University of Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19a7bb538b73d93010bab,"Sydney College of the Arts, University of Sydney, NSW",place,place,-33.8689009,151.2070914,"""Leonie Binge""",5466aef5d707ff2a4c000000,,,,
2005,1,1,2005,1,1,"Museum and Art Gallery of the Northern Territory, Darwin, Northern Territory",Australia,Northern Territory,Darwin,0800,4da19515b538b73d93001764,"Museum and Art Gallery of the Northern Territory, Darwin, NT",place,place,-12.437368,130.833821,"""Leonie Binge""",4da19832b538b73d9300cf46,,,,
2004,1,1,2004,1,1,"Moree Plains Gallery, Moree, New South Wales",Australia,New South Wales,Moree,2400,4da1953eb538b73d93002af9,"Moree Plains Gallery, Moree, NSW",place,place,-29.4643519,149.8415113,"""Lola Binge""",4da1b1fdb538b73d9301e31b,,,,
2006,1,1,2006,1,1,"Hawkesbury Regional Gallery, Windsor, New South Wales",Australia,New South Wales,Hawkesbury,2756,4da19560b538b73d93003861,"Hawkesbury Regional Gallery, Windsor, NSW",place,place,-33.6075314,150.819451,"""Lola Binge""",4da19560b538b73d9300387a,,,,Windsor
