,0,1,2,3,Year
32,,Gwendolyn Grant,"Dr WN Robertson, CBE, MB, Ch M, FACS, FCSA",,1929
33,,John J Hennessy,Eibhlin,,1929
34,,Reginald Jerrold-Nathan,Mrs Albert Littlejohn,,1929
35,,Reginald Jerrold-Nathan,Self-portrait,,1929
36,,Reginald Jerrold-Nathan,Miss Jordan,,1929
37,/prizes/archibald/1929/17702/,Reginald Jerrold-Nathan,Mrs Kenneth Street,,1929
38,,Frederick William Leist,"Fordyce Wheeler, Esq",,1929
39,,Frederick William Leist,Dr Murphy,,1929
40,/prizes/archibald/1929/19623/,John Longstaff,"The Hon WA Holman, KC",(Winner: Archibald Prize 1929),1929
41,,John Longstaff,Mrs Frank Albert,,1929
42,,Walter Halloran Lumsdaine,"Thomas Kennedy, Esq",,1929
43,,Herbert W McCulley,Self-portrait,,1929
44,,Alfred Ernest MacDonald,"JH Smairl, Esq, MA",,1929
45,,Alfred Ernest MacDonald,Mrs P Truman,,1929
46,/prizes/archibald/1929/17393/,W B McInnes,"Sir Willliam Irvine, KCMG",,1929
47,,W B McInnes,"Mr Frank Tate, CMG, MA",,1929
48,,W B McInnes,Betty,,1929
49,,W B McInnes,Miss Swinburne,,1929
50,,W B McInnes,Miss Wales,,1929
51,,W B McInnes,Ven Archdeacon Hindley,,1929
52,,Florence Mofflin,"GVF Mann, Esq, CBE",,1929
53,,Florence Mofflin,"Norman Fortescue Perston, Esq",,1929
54,,Florence Mofflin,"Charles Henderson, Esq",,1929
55,,Percival James Norton,Miss Leila Waring,,1929
56,,Constance Paul,Miss Pam Gordon,,1929
57,,Constance Paul,"Walter Burley Griffin, Esq",,1929
58,,Oswald Paul,Miss Dulcie Deamer,,1929
59,,Oswald Paul,Mrs Dorothy Ellsmore Paul,,1929
60,,Jessie M Prigg,Miss A Murray,,1929
61,,May Prince,Mrs PE Coleman,,1929
62,,May Prince,Miss K Britten,,1929
63,,Reginald G Russom,Henry Lawson,,1929
64,,Lyall Trindall,"Clifton R Penny, Esq",,1929
65,,Lyall Trindall,Mrs NR MacKay,,1929
66,/prizes/archibald/1929/19023/,Lyall Trindall,"NR MacKay, Esq",,1929
67,,Percy I White,"SS Cohen, Esq",,1929
68,,Percy I White,"Morris Symonds, Esq",,1929
69,,Mary Will-Slade,Miss Mavis Dickson,,1929
70,,Mary Will-Slade,"Captain WJ Wade, MBE",,1929
71,,Joseph Wolinski,"Lt Col AW Hyman, OBE, VD",,1929
72,,Joseph Wolinski,Miss Rosalie Wilson,,1929
73,,Joseph Wolinski,Dr JS Purdy,,1929
74,,Joseph Wolinski,Self-portrait,,1929
0,,James Muir Auld,"WG Chapple, Esq",,1930
1,,James Muir Auld,Velvet and lace,,1930
2,,James Muir Auld,Self-portrait,,1930
3,,Bessie Boultbee,Very Rev the Dean of Sydney,,1930
4,,Bessie Boultbee,Miss Marjorio Dundas-Smith,,1930
5,,Walter Armiger Bowring,"EJB Macarthur, Esq",,1930
6,,Ernest Buckmaster,Miss Swinburne,,1930
7,,Norman Carter,Miss Nancy Hazelton,,1930
8,,Norman Carter,Self-portrait,,1930
9,,Elaine Coghlan,"Ralph Ferris, Esq",,1930
10,,Elaine Coghlan,Portrait,,1930
11,,Grace Crowley,Miss Gwen Ridley,,1930
12,,Thomas Dean,Miss Emily Lowbridge,,1930
13,,Aileen R Dent,Professor Boyce Gibson,,1930
14,,Granville Dunstan,"Alfred Peters, Esq",,1930
15,,Granville Dunstan,Miss L Droop,,1930
16,,Bernice Edwell,"Harold Smith, Esq",,1930
17,,Mary Edwell-Burke,Self-portrait,,1930
18,,Amadeus Julius Fischer,Miss Alma Thorpe,,1930
19,,Amadeus Julius Fischer,Mrs AJ Fischer,,1930
20,,Joseph Luke Fleury,"C Glancey, Esq",,1930
21,,Ray S Gower,"J Lawson Balfour, Esq",,1930
22,,Ray S Gower,Miss May Prince,,1930
23,,Ray S Gower,Mrs CC Kent,,1930
24,,Noel Gyvette,The late Bishop Langley,,1930
25,/prizes/archibald/1930/16243/,Lindsay Bernard Hall,The yellow dress,,1930
26,,E A Harvey,"R Windeyer, Esq KC",,1930
27,,Brenda Holland,Aboriginal,,1930
28,,Brenda Holland,Aboriginal,,1930
29,,William F Hughes,The poet,,1930
30,,Reginald Jerrold-Nathan,Mrs Mackinnon,,1930
31,,Reginald Jerrold-Nathan,Mrs G Rich,,1930
32,,Reginald Jerrold-Nathan,"RH Strath, Esq",,1930
33,,Reginald Jerrold-Nathan,Sir Daniel Levy,,1930
34,,Reginald Jerrold-Nathan,Miss Knox,,1930
35,,Reginald Jerrold-Nathan,Miss Dorothea Mackellar,,1930
36,,J Noel Kilgour,My mother,,1930
37,,Percy Leason,Self-portrait,,1930
38,/prizes/archibald/1930/17042/,Frederick William Leist,Dr Bradfield,,1930
39,,John Longstaff,Miss Betty Davies,,1930
40,,John Longstaff,Colonel Bourchier,,1930
41,,John Longstaff,Self-portrait,,1930
42,,Harry McClelland,Miss Jessica Harcourt,,1930
43,,S McCulley,Self-portrait,,1930
44,,Alfred Ernest MacDonald,Mrs GM Eldershaw,,1930
45,,Alfred Ernest MacDonald,Susanne,,1930
46,,W B McInnes,Miss Morrisey,,1930
47,,W B McInnes,"CJ Dennis, Esq",,1930
48,/prizes/archibald/1930/17401/,W B McInnes,Drum-Major Harry McClelland,(Winner: Archibald Prize 1930),1930
49,,Benjamin Edward Minns,Miss M Hayhow,,1930
50,,Arthur J Murch,"John D Moore, Esq",,1930
51,,A E Newbury,Portrait of my wife,,1930
52,/prizes/archibald/1930/17774/,A E Newbury,Self-portrait,,1930
53,,Luigi Nobili,Self-portrait,,1930
54,,Percival James Norton,"EC Gates, Esq",,1930
55,,Hilda Margaret Owen,"Anita, wife of Sir Keith Smith",,1930
56,,Constance Parkin,Miss Ruth de Vahl Kaemet,,1930
57,,May Prince,Mary,,1930
58,,May Prince,"PE Coleman, Esq, MHR",,1930
59,,Noel Rubie,"W Collett Shoppee, Esq",,1930
60,,Janet Templeton-Wilson,Portrait,,1930
61,,Charles Wheeler,"PM Carew-Smyth, Esq",,1930
62,/prizes/archibald/1930/19252/,Charles Wheeler,Self-portrait,,1930
63,,Mary Will-Slade,Miss Eleanor Gordon,,1930
64,,Joseph Wolinski,"KR Cramp, Esq, MA",,1930
65,,Joseph Wolinski,Self-portrait,,1930
66,,Joseph Wolinski,Miss Gwen Pierce,,1930
0,,James Muir Auld,Portrait,,1931
1,,James Muir Auld,Portrait,,1931
2,,Lawson Balfour,Miss P Frost,,1931
3,,Lawson Balfour,Mrs Banks,,1931
4,,Mabel Barling,Portrait,,1931
5,,Dorrit Black,Portrait,,1931
6,,Dorrit Black,Portrait,,1931
7,,Miriam Blakeney,Miss AR Lake,,1931
8,,Bessie Boultbee,Mrs P Garling,,1931
9,,James A Bowman,"Col AJ Bennett, CMG, DSO",,1931
10,,Ernest Buckmaster,Miss Dorothy Cook,,1931
11,/prizes/archibald/1931/14948/,Ernest Buckmaster,Rev Canon ES Hughes,,1931
12,/prizes/archibald/1931/14947/,Ernest Buckmaster,Mrs H Buckmaster,,1931
13,,Ernest Buckmaster,Mrs Harry Emmerton,,1931
14,,Ernest Buckmaster,"Lieut Col FH Wright, VD",,1931
15,,Ernest Buckmaster,"AS McMichael, Esq",,1931
16,,Mary E Byrne,Alderman David Hunter,,1931
17,/prizes/archibald/1931/15167/,Norman Carter,"John D Moore, Esq",,1931
18,,Myra Cocks,Portrait,,1931
19,,Colin Colahan,Self-portrait,,1931
20,,M B Coutts,"JGV Gould, Esq",,1931
21,,M B Coutts,Mrs Mary Gilmore,,1931
22,,Aileen R Dent,Dr Hamilton Russell,,1931
23,,Mary Edwell-Burke,"Cecil Kirk, Esq",,1931
24,,William Frater,Miss Eunice Sharland,,1931
25,,William Frater,The artist's son,,1931
26,,Ray S Gower,Mrs JJ Gower,,1931
27,,Ray S Gower,Mrs CC Kent,,1931
28,,Ray S Gower,"AG Scott Findlay, Esq, BE",,1931
29,,Vaughan Murray Griffin,Self-portrait,,1931
30,,Henry Aloysius Hanke,Self-portrait,,1931
31,,E A Harvey,"AJ Murch, Esq",,1931
32,,John J Hennessy,"Victor Cobb, Esq",,1931
33,,Reginald Jerrold-Nathan,Mrs Florence Taylor,,1931
34,,Justus Jorgensen,Miss Sonia Skipper,,1931
35,,Justus Jorgensen,Dr Lily Jorgensen,,1931
36,,Justus Jorgensen,Captain SJE Jorgensen,,1931
37,,Justus Jorgensen,Dr LA Jorgensen,,1931
38,,Herbert Kemble,"Arthur Greenaway, Esq",,1931
39,,Frederick William Leist,Sylvia,,1931
40,,Frederick William Leist,"Dan Green, Esq",,1931
41,/prizes/archibald/1931/19624/,John Longstaff,Sir John Sulman,(Winner: Archibald Prize 1931),1931
42,,John Longstaff,Miss Aileen McInerney,,1931
43,,John Longstaff,Sir Frederick Waley,,1931
44,,Louis McCubbin,Portrait of a girl,,1931
45,,Herbert W McCulley,Self-portrait,,1931
46,/prizes/archibald/1931/17403/,W B McInnes,Geoff,,1931
47,,W B McInnes,Dr H Talbot Hamilton,,1931
48,,W B McInnes,Portrait,,1931
49,,W B McInnes,"M Napier Waller, Esq",,1931
50,,Tempe Manning,Self-portrait,,1931
51,,John Marsh,Self-portrait,,1931
52,/prizes/archibald/1931/17596/,Marian Montford,"Paul Montford, Esq",,1931
53,,Arthur J Murch,"EA Harvey, Esq",,1931
54,,A E Newbury,The artist's wife,,1931
55,,Percival James Norton,"Dr Charles Anderson, MA",,1931
56,,Percival James Norton,"EH Stiefvater, Esq",,1931
57,,Hilda Margaret Owen,Mr Justice Owen,,1931
58,,May Prince,"J Lawson Balfour, Esq",,1931
59,,May Prince,Self-portrait,,1931
60,,Alwyn Spence,Jeanne,,1931
61,,Maria Teresa Vigano,"Dr W Maloney, MHR",,1931
62,,Maria Teresa Vigano,Miss Hardanack,,1931
63,,Roland Wakelin,Roland,,1931
64,,Roland Wakelin,Bethia Foott,,1931
65,,Roland Wakelin,Judith,,1931
66,/prizes/archibald/1931/19152/,Mervyn Napier Waller,Portrait of Christian Waller,,1931
67,,J S Watkins,"AF Canaway, Esq, KC",,1931
68,,Mary Will-Slade,"Thomas Berber, Esq",,1931
69,,Mary Will-Slade,Dr GP Darnell-Smith,,1931
70,,Joseph Wolinski,Rabbi AD Wolinski,,1931
71,,Joseph Wolinski,Miss Kathleen Wishart,,1931
72,,Joseph Wolinski,"AJ Vogan, Esq, FRGS",,1931
73,,Joseph Wolinski,"Steele Rudd, Esq",,1931
0,,Christina Asquith Baker,Portrait,,1932
1,,Christina Asquith Baker,Miss DL Brown,,1932
2,,James Muir Auld,Self-portrait,,1932
3,,James Muir Auld,Portrait,,1932
4,,Kate Beard,"The late Sir Charles Clubbe, KBE",,1932
5,,Florence Blake,Mrs Leslie Bray,,1932
6,,James A Bowman,"Philip Grant, Esq",,1932
7,,Ernest Buckmaster,"Rev FA Hagenauer, MA",,1932
8,,Ernest Buckmaster,Miss Roma Hug,,1932
9,/prizes/archibald/1932/14953/,Ernest Buckmaster,Sir William Irvine,(Winner: Archibald Prize 1932),1932
10,,Ernest Buckmaster,Mrs IH Moss,,1932
11,,Ernest Buckmaster,Miss AME Bale,,1932
12,,Mary E Byrne,"The Rt Hon Sir F Gavan Duffy, PC, KCMG, CJ",,1932
13,,Norman Carter,Mrs John D Moore,,1932
14,,Norman Carter,"Harold D Carter, Esq",,1932
15,,Elaine Coghlan,Portrait,,1932
16,,Colin Colahan,Stanislav de Tarczynski,,1932
17,,Colin Colahan,"Vance Palmer, Esq",,1932
18,/prizes/archibald/1932/15296/,Colin Colahan,"Dr John Dale, OBE",,1932
19,,Aileen R Dent,Dr H Friedman,,1932
20,/prizes/archibald/1932/15781/,Mary Edwell-Burke,Self-portrait,,1932
21,,Albert Enes,Portrait,,1932
22,,Alma Figuerola,"Albert Thomson, Esq",,1932
23,,Rah Fizelle,Miss Ellen Gray,,1932
24,,Helena Nellie Govett,"The Hon Sir Stanley Argyle, MB, BS",,1932
25,,Ray S Gower,Miss Crain,,1932
26,,Ray S Gower,"JJ Gower, Esq",,1932
27,,Henry Aloysius Hanke,Dr Manning Fair,,1932
28,,Henry Aloysius Hanke,Self-portrait,,1932
29,,Harry Bromilow Harrison,Miss Thelma McGreel,,1932
30,/prizes/archibald/1932/16371/,E A Harvey,Miss Margaret Coen,,1932
31,/prizes/archibald/1932/16458/,John J Hennessy,Self-portrait,,1932
32,,Tom Hubble,"Raymond Lindsay, Esq",,1932
33,,Reginald Jerrold-Nathan,Lieut Col Eric Campbell,,1932
34,,Reginald Jerrold-Nathan,The green cloak,,1932
35,,John Longstaff,"The Hon RG Menzies, KC",,1932
36,,John Longstaff,Miss Valerie Purves,,1932
37,,John Longstaff,Miss Janet Hitchamn,,1932
38,,Herbert W McCulley,Self-portrait,,1932
39,,W B McInnes,Dr Mollison,,1932
40,,W B McInnes,Mrs Thomas,,1932
41,,W B McInnes,"Major Gen Sir Nevill Smyth, VC, KCMG",,1932
42,,W B McInnes,Mr Cato,,1932
43,,W B McInnes,Mr Grey,,1932
44,,W B McInnes,The crimson coat,,1932
45,,W B McInnes,Miss Irving,,1932
46,,Marian Montford,"Lyndon Dadswell, Esq",,1932
47,,Miriam Moxham,Harvey,,1932
48,,Percival James Norton,"BC Harkness, Esq, MA",,1932
49,,Hilda Margaret Owen,Mrs David Cohen,,1932
50,,C W Peck,"FJ Hillman, Esq",,1932
51,,C W Peck,Self-portrait,,1932
52,,May Prince,Miss Z Prince,,1932
53,,May Prince,Mrs JJ Gower,,1932
54,,Suzanne Reichard,Yolande,,1932
55,,Suzanne Reichard,Portrait,,1932
56,,William Rowell,"'Jock' Thomson, Esq",,1932
57,,William Rowell,Miss Hermia Barton,,1932
58,,Treania Helen Lindsay Smith,Portrait,,1932
59,,Arthur Streeton,Self-portrait,,1932
60,,Quentin Sutton,"Dr Charles Stanford Sutton, MB",,1932
61,,Lyall Trindall,The artist's wife,,1932
62,,John Vickery,Miss Leila Pirani,,1932
63,,Charles Wheeler,Mrs Beavan,,1932
64,,Charles Wheeler,Miss Betty Reid,,1932
65,,Charles Wheeler,Miss E Hendrie,,1932
66,,Joseph Wolinski,Mrs Norman Lowe,,1932
67,,Joseph Wolinski,"WH Whiddon, Esq",,1932
68,,Joseph Wolinski,"F Dalby Davison, Esq",,1932
69,,Joseph Wolinski,Louis Stone,,1932
0,,Marjory G Arnold,Miss Elsa Corry,,1933
1,,James Muir Auld,"DT Auld, Esq",,1933
2,,James Muir Auld,Mrs GG Bradley,,1933
3,,Kate Beard,"David Carment, Esq",,1933
4,,Florence Blake,"JS MacDonald, Esq",,1933
5,,Ernest Buckmaster,The Hon Sir Frank Clarke,,1933
6,,Mary E Byrne,Mrs Murchison,,1933
7,,Edward J Carroll,Miss G Woodward,,1933
8,,Norman Carter,Miss Margaret Carter,,1933
9,,Norman Carter,"Thomas H Nesbitt, Esq",,1933
10,,Norman Carter,"Miss FE Campbell, BA",,1933
11,,G H Chamberlain,Portrait,,1933
12,,Elaine Coghlan,Miss M Soady,,1933
13,,Colin Colahan,Self-portrait,,1933
14,,William Gilbert Collins,Mrs JH Collins,,1933
15,,A D Colquhoun,"A Colquhoun, Esq",,1933
16,,A D Colquhoun,Mrs A Colquhoun,,1933
17,,A D Colquhoun,"Gilbert Wallace, Esq",,1933
18,,Amalie Sara Colquhoun,"John Davie, Esq",,1933
19,,Irene E Crossing,"AT Traversi, Esq",,1933
20,,Irene E Crossing,Sir Langdon Bonython,,1933
21,/prizes/archibald/1933/15469/,Grace Crowley,Miss M Roberts,,1933
22,,Antonio Dattilo-Rubbo,Miss Betty Morgan,,1933
23,,Aileen R Dent,Dr Thomas Cherry,,1933
24,,Enid T Dickson,"JP Wallace, Esq",,1933
25,,Enid T Dickson,MF Gentry,,1933
26,,Enid T Dickson,"MS Herring, Esq",,1933
27,,Granville Dunstan,Brig Gen E Wisdom,,1933
28,,Granville Dunstan,"Mrs Norman Brookes, CBE",,1933
29,,Granville Dunstan,"Maj Gen TA Blamey, CB, CMG, DSO",,1933
30,,Mary Edwell-Burke,Alice,,1933
31,,Mary Edwell-Burke,Portrait of the artist's mother,,1933
32,,Rah Fizelle,Miss Betty Collings,,1933
33,,Ray S Gower,"AG Scott Findlay, Esq",,1933
34,,Ray S Gower,Mrs AG Scott Findlay,,1933
35,,Gwendolyn Grant,"W Bustard, Esq",,1933
36,,Gwendolyn Grant,Self-portrait,,1933
37,,Henry Aloysius Hanke,The Hon DR Hall,,1933
38,,Henry Aloysius Hanke,Miss Beatrice Tange,,1933
39,,Harry Bromilow Harrison,"Harry Davies, Esq",,1933
40,/prizes/archibald/1933/16459/,John J Hennessy,His Grace Archbishop Mannix,,1933
41,,Tom Hubble,"AJ Harvey, Esq",,1933
42,,Rupert Hutter,Self-portrait,,1933
43,,Reginald Jerrold-Nathan,Mrs Eric Campbell,,1933
44,,Reginald Jerrold-Nathan,Miss Blundell,,1933
45,/prizes/archibald/1933/17718/,Reginald Jerrold-Nathan,"Prof S Angus MA, DD, DLitt, PhD",,1933
46,,Reginald Jerrold-Nathan,Mrs Curlewis,,1933
47,,Frederick William Leist,Miss Sylvia Alexander,,1933
48,,John Longstaff,Self-portrait,,1933
49,,Herbert W McCulley,Self-portrait,,1933
50,,J McFadden,Sir James Blair,,1933
51,,W B McInnes,Portrait,,1933
52,,W B McInnes,"Julian Smith, Esq",,1933
53,,W B McInnes,Mrs Hope Shaw,,1933
54,,Tempe Manning,Miss Joyce Salmon,,1933
55,,Tempe Manning,Miss Lillah Richardson,,1933
56,,Max Meldrum,Self-portrait,,1933
57,,Max Meldrum,Portrait,,1933
58,,Benjamin Edward Minns,Late Professor J Le Gay Brereton,,1933
59,,A T Mockridge,Miss Nance Osborne,,1933
60,,Miriam Moxham,Self-portrait,,1933
61,,Percival James Norton,"Lieut Col MF Bruxner, DSO, MLA",,1933
62,,Oswald Paul,Miss Gwen Hughes,,1933
63,,Clif Peir,"JH Laws, Esq",,1933
64,,May Prince,Miss Cutliffe,,1933
65,,May Prince,Miss Butler,,1933
66,,Mollie Rohr,Portrait,,1933
67,,William Rowell,Miss Whitehead,,1933
68,,William Rowell,"Louis McCubbin, Esq",,1933
69,,William Rowell,"The Rt Hon JG Latham, PC",,1933
70,,Phyllis Shillito,Portrait,,1933
71,,Delphine Stephens,The adolescent,,1933
72,,Lyall Trindall,Self-portrait,,1933
73,/prizes/archibald/1933/19129/,John Vickery,Self-portrait,,1933
74,/prizes/archibald/1933/19130/,John Vickery,Miss Joan Burbury,,1933
75,,Charles Wheeler,Miss Edna Hendrie,,1933
76,/prizes/archibald/1933/19257/,Charles Wheeler,Ambrose Pratt,(Winner: Archibald Prize 1933),1933
77,,Joseph Wolinski,Steele Rudd,,1933
78,,Joseph Wolinski,"Alfred Coffey, Esq",,1933
79,,Joseph Wolinski,Miss Sheila Lowe,,1933
0,,Harold Abbott,Master Bruce Abbott,,1934
1,,Harold Abbott,"J Armstrong, Esq",,1934
2,,Harold Abbott,"Rev John Edwards, MA",,1934
3,,Harold Abbott,Miss Ruth Waterhouse,,1934
4,,James Muir Auld,Self-portrait,,1934
5,,Herbert Badham,"HL Badham, Esq",,1934
6,,James A Bowman,"H Ellison, Esq",,1934
7,,Ernest Buckmaster,Miss AME Bale,,1934
8,,Ernest Buckmaster,Miss G Hamilton,,1934
9,,Mary E Byrne,"W Clemsha, Esq",,1934
10,,A H Carstens,Mrs D Earle,,1934
11,,Elaine Coghlan,The Russian cap,,1934
12,,Colin Colahan,Mireille de Civrieux,,1934
13,,Colin Colahan,Katherine Susannah Prichard,,1934
14,,Colin Colahan,"Theodore Fink, Esq",,1934
15,,Colin Colahan,Dr D Murray Morton,,1934
16,,Colin Colahan,"Alfred Hill, Esq",,1934
17,,A D Colquhoun,Miss Joyce Jaques,,1934
18,,A D Colquhoun,"JJ Liston, Esq",,1934
19,,A D Colquhoun,Sir Frank Gavan Duffy,,1934
20,,A D Colquhoun,Mrs Cyril Niven,,1934
21,,A D Colquhoun,Miss Dorothy Whitehead,,1934
22,,Amalie Sara Colquhoun,Miss Jean Lawrence,,1934
23,,Amalie Sara Colquhoun,Captain WA Robertson,,1934
24,,William Dargie,The pink scarf,,1934
25,,Antonio Dattilo-Rubbo,Miss Betty Morgan,,1934
26,,Antonio Dattilo-Rubbo,"Burchell Benbow, Esq",,1934
27,,Antonio Dattilo-Rubbo,Commander Nurra,,1934
28,,Aileen R Dent,Sir Herbert Gepp,,1934
29,,Aileen R Dent,Mrs Alfred Deakin,,1934
30,,Aileen R Dent,Hon King O'Malley,,1934
31,,Aileen R Dent,Lieut Col T W White,,1934
32,,Mary Edwell-Burke,Commander Matheson,,1934
33,,Mary Edwell-Burke,Mrs Ramsden,,1934
34,,Mary Edwell-Burke,Dr John Maude,,1934
35,,Ray S Gower,"JJ Gower, Esq",,1934
36,,Ray S Gower,Mrs L Newman,,1934
37,,Gwendolyn Grant,Portrait,,1934
38,,Henry Aloysius Hanke,"Eric Langker, Esq",,1934
39,/prizes/archibald/1934/16258/,Henry Aloysius Hanke,Self-portrait,(Winner: Archibald Prize 1934),1934
40,,Harry Bromilow Harrison,Miss McGrail,,1934
41,,Tom Hubble,"Percy Lindsay, Esq",,1934
42,,Reginald Jerrold-Nathan,Dr Clarence Read,,1934
43,,Reginald Jerrold-Nathan,"Wallace Nelson, Esq",,1934
44,,Reginald Jerrold-Nathan,"TE Fisk, Esq",,1934
45,,Reginald Jerrold-Nathan,"Alderman AL Parker, Lord Mayor of Sydney",,1934
46,,Reginald Jerrold-Nathan,Miss Marshall,,1934
47,,Reginald Jerrold-Nathan,Mrs Halse Roges,,1934
48,,A Elizabeth Kelly,Miss Bryant,,1934
49,,Clement Charles Kennedy,Portrait,,1934
50,,Alan W Lee,Portrait,,1934
51,,Frederick William Leist,Self-portrait,,1934
52,,John Longstaff,Lady Cussen,,1934
53,,John Longstaff,Sir William Irvine,,1934
54,,Herbert W McCulley,Self-portrait,,1934
55,,W B McInnes,Mrs 'B',,1934
56,/prizes/archibald/1934/17416/,W B McInnes,Mr Hugh Devine,,1934
57,/prizes/archibald/1934/17419/,W B McInnes,The artist's daughter,,1934
58,,W B McInnes,Virginia,,1934
59,,Tempe Manning,Miss Margaret Gray,,1934
60,,Max Meldrum,Philip Hargrave,,1934
61,,Marian Montford,The golden girl,,1934
62,,Miriam Moxham,"Leslie Moxham, Esq",,1934
63,,Miriam Moxham,Beryl,,1934
64,/prizes/archibald/1934/17658/,Arthur J Murch,Professor H Whitridge Davies,,1934
65,,Harold Parker,Self-portrait,,1934
66,,Harold Parker,Miss Nora Mack,,1934
67,,Harold Parker,Miss Mary Smith,,1934
68,,Clif Peir,Mrs Percy Peir,,1934
69,/prizes/archibald/1934/18089/,Muriel Pornett,Charlotte,,1934
70,/prizes/archibald/1934/18090/,Muriel Pornett,My mother,,1934
71,,May Prince,Miss Mary Coleman,,1934
72,,May Prince,Miss Constance Butler,,1934
73,/prizes/archibald/1934/18344/,John Thomas Nightingale Rowell,Self-portrait,,1934
74,/prizes/archibald/1934/18342/,John Thomas Nightingale Rowell,Self-portrait,,1934
75,,William Rowell,"RH Croll, Esq",,1934
76,,William Rowell,"WB McInnes, Esq",,1934
77,,William Rowell,"Alfred Peters, Esq",,1934
78,,Eric Saunders,Miss Elsa Pern,,1934
79,,Eric Saunders,Anne Martin,,1934
80,,Eric Saunders,Mrs Mary Gilmore,,1934
81,,Eric Saunders,Rev MJ Bonishae,,1934
82,,Eric Saunders,"SS Sudlow, Esq",,1934
83,/prizes/archibald/1934/18564/,Phyllis Shillito,The airman,,1934
84,,Arnold Joseph Victor Shore,Lady Barrett,,1934
85,,Helen Stewart,"John Young, Esq",,1934
86,,Charles Wheeler,Portrait,,1934
87,,Joseph Wolinski,"DH Souter, Esq",,1934
88,,Joseph Wolinski,Dr HM Moran,,1934
89,,Joseph Wolinski,Miss Peg Reynolds,,1934
90,,Joseph Wolinski,"Gerald Marr Thompson, Esq",,1934
91,,Joseph Wolinski,Dr Sidney Rosebery,,1934
0,,Harold Abbott,Miss Susan Davies,,1935
1,,James Muir Auld,Mrs Freeman,,1935
2,,Tom Bell,"Thomas Bell, Esq",,1935
3,,Miriam Blakeney,Miss Lake,,1935
4,,James A Bowman,Miss Stevenson,,1935
5,,James A Bowman,The artist's mother,,1935
6,,E Bryce,"WF Foster, Esq MLA",,1935
7,,Ernest Buckmaster,Portrait of a highlander,,1935
8,,Ernest Buckmaster,The Rev JW Grove,,1935
9,,Ernest Buckmaster,Miss AME Bale,,1935
10,,Ernest Buckmaster,The late Mrs EW Lloyd,,1935
11,,Ernest Buckmaster,"General Sir Harry Chauvel, GCMG, KCB",,1935
12,,Ernest Buckmaster,Mrs GF Duxbury,,1935
13,,Frank R Carter,"Henry Corben, Esq",,1935
14,,Elaine Coghlan,Portrait,,1935
15,,A D Colquhoun,"Gregory Gowans, Esq",,1935
16,,Joseph Dainer,"FC Garside, Esq",,1935
17,,Joseph Dainer,"WJ Mackay, Esq",,1935
18,/prizes/archibald/1935/15491/,Keith Dalgleish,‘Van’,,1935
19,,Aileen R Dent,Magnus Lagerlof,,1935
20,,Aileen R Dent,My mother,,1935
21,,Mary Edwell-Burke,Pat,,1935
22,,Mary Edwell-Burke,The Crown Prince of Tonga,,1935
23,,Mary Edwell-Burke,Mrs John D Maude,,1935
24,,Mary Edwell-Burke,Miss D Mulligan,,1935
25,,Alma Figuerola,"Thomas Brentnall, Esq",,1935
26,,Lindsay Featherstone Fraser,Self-portrait,,1935
27,,William Frater,Mrs RD Elliott,,1935
28,,Ray S Gower,Self-portrait,,1935
29,,Vaughan Murray Griffin,Self-portrait,,1935
30,,Harley Griffiths,Portrait of a barrister,,1935
31,,Harley Griffiths (junior),Portrait of my father,,1935
32,,Henry Aloysius Hanke,"AV Lucas, Esq",,1935
33,,Henry Aloysius Hanke,Sir John Peden,,1935
34,,Henry Aloysius Hanke,Yvonne,,1935
35,,Henry Aloysius Hanke,CJ ('Unk') White,,1935
36,/prizes/archibald/1935/16262/,Henry Aloysius Hanke,Miss Beatrice Tange,,1935
